model,mode,image_name,region,gt_name,gt_tag,pred_name,pred_tag,rag_hits,in_db
gemma4:31b,vlmrag,brooklyn__4__crop_001,brooklyn,SuperMarket,shop=supermarket,612 Supermarket,shop=supermarket,5,0
gemma4:31b,vlmrag,brooklyn__50__crop_001,brooklyn,THE NEW ATLANTIC Restaurant,amenity=restaurant,THE NEW ATLANTIC Restaurant,amenity=restaurant,5,0
gemma4:31b,vlmrag,brooklyn__51__crop_001,brooklyn,enterprise,amenity=car_rental,enterprise rent-a-car,amenity=car_rental,5,1
gemma4:31b,vlmrag,brooklyn__52__crop_001,brooklyn,StateFarm,office=company,State Farm,office=company,5,1
gemma4:31b,vlmrag,brooklyn__54__crop_001,brooklyn,R FERRARO COLLISION,shop=car_repair,R. FERRARO COLLISION,shop=car_repair,5,0
gemma4:31b,vlmrag,brooklyn__54__crop_002,brooklyn,CAROUSEL BEVERAGES,amenity=bar,CAROUSEL BEVERAGES,shop=convenience,5,0
gemma4:31b,vlmrag,brooklyn__55__crop_001,brooklyn,MIGHTY QUINNS,amenity=restaurant,MIGHTY QUINN'S,amenity=restaurant,5,0
gemma4:31b,vlmrag,brooklyn__57__crop_001,brooklyn,CAROUSEL BEVERAGES,amenity=bar,CAROUSEL BEVERAGES,shop=convenience,5,0
gemma4:31b,vlmrag,brooklyn__57__crop_003,brooklyn,Powerplay,leisure=fitness_centre,Powerplay,leisure=fitness_centre,5,0
gemma4:31b,vlmrag,brooklyn__58__crop_001,brooklyn,Powerplay,leisure=fitness_centre,Powerplay ACTIVITY CENTER,leisure=fitness_centre,5,0
gemma4:31b,vlmrag,brooklyn__59__crop_001,brooklyn,NEW MILLENNIUM MOTORS INC,shop=car_repair,"NEW MILLENNIUM MOTORS, INC.",shop=car_repair,5,0
gemma4:31b,vlmrag,brooklyn__5__crop_001,brooklyn,ROYAL BAKERY ROTI,shop=bakery,ROYAL BAKERY & ROTI INC.,shop=bakery,5,1
gemma4:31b,vlmrag,brooklyn__5__crop_002,brooklyn,Nostrand Gold Dealers,shop=jewelry,Nostrand Gold Dealers,shop=jewelry,5,0
gemma4:31b,vlmrag,brooklyn__60__crop_001,brooklyn,Powerplay,leisure=fitness_centre,Powerplay ACTIVITY CENTER,leisure=fitness_centre,5,0
gemma4:31b,vlmrag,brooklyn__60__crop_004,brooklyn,RISE DEVELOPMENT,office=estate_agent,RISE DEVELOPMENT,office=company,5,0
gemma4:31b,vlmrag,brooklyn__61__crop_001,brooklyn,DONATO,office=company,DONATO,shop=hardware,5,0
gemma4:31b,vlmrag,brooklyn__61__crop_002,brooklyn,DONATO INC,office=company,DONATO INC.,shop=hardware,5,0
gemma4:31b,vlmrag,brooklyn__62__crop_001,brooklyn,DRUG STORE,amenity=pharmacy,Franklin & Carroll Drugs,amenity=pharmacy,5,0
gemma4:31b,vlmrag,brooklyn__63__crop_001,brooklyn,FOOD CENTER,amenity=restaurant,Brothers FOOD CENTER,shop=convenience,5,0
gemma4:31b,vlmrag,brooklyn__63__crop_002,brooklyn,GRANDMA LAUNDRY CORNER INC,shop=laundry,GRANDMA LAUNDRY CORNER INC.,shop=laundry,5,0
gemma4:31b,vlmrag,brooklyn__64__crop_001,brooklyn,BEAUTY SALON,shop=hairdresser,BEAUTY SALON,shop=beauty,5,1
gemma4:31b,vlmrag,brooklyn__65__crop_001,brooklyn,HARDEE,amenity=fast_food,New HARDEE,amenity=fast_food,5,0
gemma4:31b,vlmrag,brooklyn__66__crop_001,brooklyn,DELI,shop=convenience,DELI INC.,shop=convenience,5,0
gemma4:31b,vlmrag,brooklyn__66__crop_002,brooklyn,MOZEB,shop=supermarket,871 MOZEB,shop=convenience,5,0
gemma4:31b,vlmrag,brooklyn__68__crop_001,brooklyn,UNISEX SALON,shop=hairdresser,UNISEX SALON,shop=hairdresser,5,0
gemma4:31b,vlmrag,brooklyn__68__crop_002,brooklyn,Franklin Eyecare,amenity=clinic,Franklin Eyecare,shop=optician,5,0
gemma4:31b,vlmrag,brooklyn__69__crop_001,brooklyn,AMY UNIQUE NAILS INC,shop=beauty,AMY UNIQUE NAILS INC.,shop=beauty,5,0
gemma4:31b,vlmrag,brooklyn__69__crop_002,brooklyn,SMOK SHOP,shop=smoke_shop,SMOKE SHOP,shop=smoke_shop,5,0
gemma4:31b,vlmrag,brooklyn__69__crop_003,brooklyn,Lemon Grass,amenity=restaurant,Lemon Grass,amenity=restaurant,5,1
gemma4:31b,vlmrag,brooklyn__70__crop_001,brooklyn,JUICY KING CRAB,amenity=fast_food,JUICY KING CRAB EXPRESS,amenity=fast_food,5,0
gemma4:31b,vlmrag,brooklyn__70__crop_002,brooklyn,JUICY KING CRAB,amenity=fast_food,JUICY KING CRAB Express,amenity=restaurant,5,0
gemma4:31b,vlmrag,brooklyn__71__crop_001,brooklyn,NAILS,shop=beauty,Golden 7 NAILS,shop=beauty,5,0
gemma4:31b,vlmrag,brooklyn__73__crop_001,brooklyn,POPEYES,amenity=fast_food,POPEYES,amenity=fast_food,5,1
gemma4:31b,vlmrag,brooklyn__73__crop_002,brooklyn,SuperFoodtown,shop=supermarket,Super Foodtown,shop=supermarket,5,0
gemma4:31b,vlmrag,brooklyn__75__crop_001,brooklyn,NEXT LEVEL Fashions,shop=clothes,NEXT LEVEL Fashions,shop=clothes,5,1
gemma4:31b,vlmrag,brooklyn__75__crop_002,brooklyn,Modern Nails,shop=beauty,Modern Nails,shop=beauty,5,1
gemma4:31b,vlmrag,brooklyn__76__crop_001,brooklyn,Modern Nails,shop=beauty,Modern Nails,shop=beauty,5,1
gemma4:31b,vlmrag,brooklyn__77__crop_001,brooklyn,Modern Nails,shop=beauty,Modern Nails,shop=beauty,5,1
gemma4:31b,vlmrag,brooklyn__77__crop_002,brooklyn,Mini Market,shop=supermarket,Blessed Mini Market,shop=convenience,5,1
gemma4:31b,vlmrag,brooklyn__78__crop_001,brooklyn,MNS 99 CENTS UP INC,shop=supermarket,"MNS 99 CENTS & UP, INC",shop=convenience,5,0
gemma4:31b,vlmrag,brooklyn__79__crop_001,brooklyn,HAIR STUDIO,shop=hairdresser,HAIR STUDIO,shop=hairdresser,5,0
gemma4:31b,vlmrag,brooklyn__80__crop_001,brooklyn,FULTON,amenity=bar,FULTON ALE HOUSE,amenity=bar,5,0
gemma4:31b,vlmrag,brooklyn__80__crop_002,brooklyn,Soldier Restaurant Inc,amenity=restaurant,Soldier Restaurant Inc.,amenity=restaurant,5,0
gemma4:31b,vlmrag,brooklyn__80__crop_003,brooklyn,HAIR STUDIO,shop=hairdresser,HAIR STUDIO,shop=hairdresser,5,0
gemma4:31b,vlmrag,brooklyn__81__crop_001,brooklyn,BEAUTY SUPPLY,shop=beauty,Oumou's BEAUTY SUPPLY,shop=beauty,5,0
gemma4:31b,vlmrag,brooklyn__83__crop_001,brooklyn,FULTON,amenity=bar,FULTON ALE HOUSE,amenity=bar,5,0
gemma4:31b,vlmrag,brooklyn__83__crop_002,brooklyn,A GUSTO,amenity=restaurant,A GUSTO THAI BISTRO,amenity=restaurant,5,1
gemma4:31b,vlmrag,brooklyn__85__crop_002,brooklyn,LAUNDROMAT,shop=laundry,BE LAUNDROMAT,shop=laundry,5,1
gemma4:31b,vlmrag,brooklyn__86__crop_002,brooklyn,Dominos,amenity=fast_food,Domino's,amenity=fast_food,5,1
gemma4:31b,vlmrag,brooklyn__87__crop_001,brooklyn,DOG DAYCARE,amenity=veterinary,DOG DAYCARE,shop=pet,5,0
gemma4:31b,vlmrag,brooklyn__88__crop_001,brooklyn,Blooming Brows,shop=beauty,Blooming Brows,shop=beauty,5,0
gemma4:31b,vlmrag,brooklyn__89__crop_001,brooklyn,Dreamer Nails,shop=beauty,Dreamer Nails Inc.,shop=beauty,5,0
gemma4:31b,vlmrag,brooklyn__8__crop_001,brooklyn,NAILS,shop=beauty,Orchid NAILS Salon,shop=beauty,5,0
gemma4:31b,vlmrag,brooklyn__90__crop_001,brooklyn,AR POSTAL MULTISERVICES,amenity=post_office,AR POSTAL & MULTISERVICES,amenity=post_office,5,0
gemma4:31b,vlmrag,brooklyn__91__crop_001,brooklyn,SOGHO HAIR Salon BRAIDING,shop=hairdresser,SOGHO EXPRESS AFRICAN HAIR BRAIDING,shop=hairdresser,5,0
gemma4:31b,vlmrag,brooklyn__92__crop_002,brooklyn,NAIL,shop=beauty,NAIL,shop=beauty,5,0
gemma4:31b,vlmrag,brooklyn__93__crop_001,brooklyn,BRAIDING STYLING,shop=hairdresser,AMINATA BRAIDING • STYLING,shop=hairdresser,5,0
gemma4:31b,vlmrag,brooklyn__94__crop_001,brooklyn,RICKY S,amenity=restaurant,Original RICKY'S,amenity=restaurant,5,0
gemma4:31b,vlmrag,brooklyn__94__crop_002,brooklyn,NEW PEOPLES RESTAURANT,amenity=restaurant,NEW PEOPLE'S RESTAURANT,amenity=restaurant,5,0
gemma4:31b,vlmrag,brooklyn__94__crop_003,brooklyn,HARDWARE,shop=hardware,FULTON HOME CENTER,shop=hardware,5,0
gemma4:31b,vlmrag,brooklyn__95__crop_001,brooklyn,NEW PEOPLES RESTAURANT,amenity=restaurant,NEW PEOPLE'S RESTAURANT,amenity=restaurant,5,0
gemma4:31b,vlmrag,brooklyn__95__crop_002,brooklyn,HARDWARE,shop=hardware,FULTON HOME CENTER,shop=hardware,5,0
gemma4:31b,vlmrag,brooklyn__96__crop_001,brooklyn,Rockaway GOURMET DELI GRILL,shop=convenience,Rockaway GOURMET DELI & GRILL,amenity=restaurant,5,0
gemma4:31b,vlmrag,brooklyn__97__crop_001,brooklyn,BEAUTY SUPPLY INC,shop=beauty,K&M BEAUTY SUPPLY INC.,shop=beauty,5,0
gemma4:31b,vlmrag,brooklyn__97__crop_002,brooklyn,NAILS Inc,shop=beauty,New Pro NAILS Inc.,shop=beauty,5,0
gemma4:31b,vlmrag,brooklyn__97__crop_003,brooklyn,Rockaway GOURMET DELI GRILL,shop=convenience,Rockaway GOURMET DELI & GRILL,amenity=restaurant,5,0
gemma4:31b,vlmrag,brooklyn__98__crop_001,brooklyn,BARGAINLAND,shop=supermarket,BARGAINLAND DEPARTMENT STORES,shop=supermarket,5,1
gemma4:31b,vlmrag,brooklyn__98__crop_002,brooklyn,BEAUTY SUPPLY INC,shop=beauty,K&M BEALITY SUPPLY INC.,shop=beauty,5,0
gemma4:31b,vlmrag,brooklyn__98__crop_003,brooklyn,NAILS Inc,shop=beauty,New Pro NAILS Inc.,shop=beauty,5,0
gemma4:31b,vlmrag,brooklyn__99__crop_002,brooklyn,eyes nyc,shop=optician,eyes.nyc,shop=optician,5,1
gemma4:31b,vlmrag,brooklyn__9__crop_001,brooklyn,JOHN GARDEN,amenity=restaurant,JOHN GARDEN,amenity=restaurant,5,1
gemma4:31b,vlmrag,gangnam__100__crop_001,gangnam,Chicken,amenity=fast_food,비비큐치킨,amenity=fast_food,5,0
gemma4:31b,vlmrag,gangnam__10__crop_001,gangnam,HOTEL,tourism=hotel,HOTEL,tourism=hotel,5,0
gemma4:31b,vlmrag,gangnam__10__crop_002,gangnam,Saboten,amenity=restaurant,Saboten,amenity=restaurant,5,0
gemma4:31b,vlmrag,gangnam__11__crop_001,gangnam,LOTTERIA,amenity=fast_food,LOTTERIA 롯데리아,amenity=fast_food,5,1
gemma4:31b,vlmrag,gangnam__11__crop_002,gangnam,짚동가리쌩주,amenity=bar,집동가리생주,amenity=bar,5,0
gemma4:31b,vlmrag,gangnam__12__crop_001,gangnam,럭셔리브라더스,office=company,럭셔리브라더스,office=company,5,0
gemma4:31b,vlmrag,gangnam__12__crop_002,gangnam,신오약국,amenity=pharmacy,신오국,office=company,5,0
gemma4:31b,vlmrag,gangnam__13__crop_001,gangnam,The Coffee Bean,amenity=cafe,The Coffee Bean,amenity=cafe,5,0
gemma4:31b,vlmrag,gangnam__17__crop_001,gangnam,MLB,shop=clothes,MLB,shop=clothes,5,0
gemma4:31b,vlmrag,gangnam__17__crop_002,gangnam,espoir,shop=beauty,espoir,shop=beauty,5,0
gemma4:31b,vlmrag,gangnam__18__crop_001,gangnam,MLB,shop=clothes,MLB,shop=clothes,0,0
gemma4:31b,vlmrag,gangnam__18__crop_002,gangnam,우리은행 강남역지점,amenity=bank,우리은행 강남역지점,amenity=bank,5,0
gemma4:31b,vlmrag,gangnam__19__crop_001,gangnam,파파스레시피 2F,amenity=restaurant,파파스레시피,amenity=restaurant,5,0
gemma4:31b,vlmrag,gangnam__1__crop_001,gangnam,milk,amenity=karaoke_box,밀크뮤직타운,amenity=karaoke_box,5,0
gemma4:31b,vlmrag,gangnam__20__crop_001,gangnam,THE PLACE ITALIAN URBAN BISTRO,amenity=restaurant,THE PLACE,amenity=restaurant,5,0
gemma4:31b,vlmrag,gangnam__21__crop_001,gangnam,baskin BR robbins,amenity=ice_cream,baskin BR robbins,amenity=ice_cream,5,0
gemma4:31b,vlmrag,gangnam__22__crop_001,gangnam,혜화 돌쇠 아저씨,amenity=restaurant,혜화 돌쇠 아저씨,amenity=restaurant,5,0
gemma4:31b,vlmrag,gangnam__23__crop_001,gangnam,문교동낙지,amenity=restaurant,무교동낙지,amenity=restaurant,5,0
gemma4:31b,vlmrag,gangnam__24__crop_001,gangnam,SUBWAY,amenity=fast_food,SUBWAY,amenity=fast_food,5,1
gemma4:31b,vlmrag,gangnam__25__crop_001,gangnam,GOLD,,GOLD,shop=jewelry,5,0
gemma4:31b,vlmrag,gangnam__27__crop_001,gangnam,CU,shop=convenience,CU,shop=convenience,5,1
gemma4:31b,vlmrag,gangnam__28__crop_001,gangnam,THE CAFE 8 6 8,amenity=cafe,THE CAFE 8.6.8,amenity=cafe,5,0
gemma4:31b,vlmrag,gangnam__29__crop_001,gangnam,라이브 유흥주점,amenity=bar,오페라,amenity=bar,5,0
gemma4:31b,vlmrag,gangnam__2__crop_001,gangnam,HERRY S COFFEE,amenity=cafe,HERRY'S COFFEE,amenity=cafe,5,0
gemma4:31b,vlmrag,gangnam__30__crop_001,gangnam,Emoi,amenity=restaurant,Emoi,amenity=restaurant,5,1
gemma4:31b,vlmrag,gangnam__31__crop_001,gangnam,정통중국요리,amenity=restaurant,국빈,amenity=restaurant,5,0
gemma4:31b,vlmrag,gangnam__32__crop_001,gangnam,IZAKAYA TAN,amenity=bar,IZAKAYA TAN,amenity=restaurant,5,0
gemma4:31b,vlmrag,gangnam__33__crop_001,gangnam,DUNKIN,shop=bakery,DUNKIN' DONUTS,amenity=fast_food,5,1
gemma4:31b,vlmrag,gangnam__34__crop_001,gangnam,MINI STOP,shop=convenience,MINI STOP 역삼타워점,shop=convenience,5,0
gemma4:31b,vlmrag,gangnam__35__crop_001,gangnam,olleh O,shop=mobile_phone,olleh,shop=mobile_phone,5,0
gemma4:31b,vlmrag,gangnam__35__crop_002,gangnam,효성해링턴타워,office=building,효성해링턴타워,office=building,5,0
gemma4:31b,vlmrag,gangnam__35__crop_004,gangnam,olleh O,shop=mobile_phone,olleh,shop=mobile_phone,5,0
gemma4:31b,vlmrag,gangnam__35__crop_006,gangnam,효성해링턴타워,office=building,효성해링턴타워 더 퍼스트,office=building,5,0
gemma4:31b,vlmrag,gangnam__37__crop_001,gangnam,eye scream,shop=optician,eye scream 아이스크림안경,shop=optician,5,0
gemma4:31b,vlmrag,gangnam__38__crop_001,gangnam,CANDLE SOAP,amenity=cafe,CANDLE & SOAP,shop=beauty,5,0
gemma4:31b,vlmrag,gangnam__39__crop_001,gangnam,쭈꾸미불낙,amenity=restaurant,쭈꾸미불낙,amenity=restaurant,5,0
gemma4:31b,vlmrag,gangnam__3__crop_001,gangnam,Yomenya Goemon Japanese Spaghetti,amenity=restaurant,Yomenya Goemon,amenity=restaurant,5,0
gemma4:31b,vlmrag,gangnam__40__crop_001,gangnam,로빈힐,amenity=bar,로빈힐,amenity=bar,5,0
gemma4:31b,vlmrag,gangnam__41__crop_001,gangnam,모닝글로리,shop=stationery,모닝글로리,shop=stationery,5,1
gemma4:31b,vlmrag,gangnam__42__crop_001,gangnam,흑마늘족발 보쌈 순대국,amenity=restaurant,일흑마늘족발·보쌈·순대국,amenity=restaurant,5,0
gemma4:31b,vlmrag,gangnam__43__crop_001,gangnam,7 ELEVEN,shop=convenience,7-ELEVEN,shop=convenience,5,1
gemma4:31b,vlmrag,gangnam__44__crop_001,gangnam,7 ELEVEN,shop=convenience,7-ELEVEN,shop=convenience,5,1
gemma4:31b,vlmrag,gangnam__44__crop_002,gangnam,영 동 껍데기,amenity=restaurant,영동 껍데기,amenity=restaurant,5,1
gemma4:31b,vlmrag,gangnam__45__crop_001,gangnam,영동 껍데기 소금구이,amenity=restaurant,영동 껍데기 소금구이,amenity=restaurant,5,0
gemma4:31b,vlmrag,gangnam__46__crop_001,gangnam,통돼지찌개집,amenity=restaurant,통돼지찌개집,amenity=restaurant,5,0
gemma4:31b,vlmrag,gangnam__47__crop_001,gangnam,나주,amenity=restaurant,나주가,amenity=restaurant,5,0
gemma4:31b,vlmrag,gangnam__48__crop_001,gangnam,FOOD,amenity=restaurant,김밥천국,amenity=restaurant,5,0
gemma4:31b,vlmrag,gangnam__49__crop_001,gangnam,PARIS BAGUETTE,shop=bakery,PARIS BAGUETTE,shop=bakery,5,1
gemma4:31b,vlmrag,gangnam__4__crop_001,gangnam,CASA JOVEN,amenity=bar,CASA JOVEN,amenity=bar,5,0
gemma4:31b,vlmrag,gangnam__50__crop_001,gangnam,coffeesmith,amenity=cafe,coffeesmith,amenity=cafe,5,0
gemma4:31b,vlmrag,gangnam__51__crop_001,gangnam,GS25,shop=convenience,GS25,shop=convenience,5,1
gemma4:31b,vlmrag,gangnam__52__crop_001,gangnam,MizMedi Hospital,amenity=clinic,미즈메디 병원,amenity=clinic,5,0
gemma4:31b,vlmrag,gangnam__54__crop_001,gangnam,EM 학원,amenity=school,ΣEM수학전문학원,amenity=school,5,0
gemma4:31b,vlmrag,gangnam__54__crop_002,gangnam,ZUM 줌,leisure=fitness_centre,줌 필라테스 & 플라잉요가,leisure=fitness_centre,5,0
gemma4:31b,vlmrag,gangnam__55__crop_001,gangnam,대성,office=estate_agent,대성,office=company,5,1
gemma4:31b,vlmrag,gangnam__55__crop_002,gangnam,ROYAL KITCHEN,amenity=restaurant,로얄키친,amenity=restaurant,5,0
