det_crop,photo,gt_index,iou,conf,status
gangnam__40__crop_001,gangnam__40,1,0.899,0.996,TP
gangnam__41__crop_001,gangnam__41,1,0.8648,0.9835,TP
gangnam__42__crop_001,gangnam__42,1,0.793,0.9978,TP
gangnam__42__crop_002,gangnam__42,,0.0,0.3231,FP
gangnam__43__crop_001,gangnam__43,,0.0127,0.9861,FP
gangnam__43__crop_002,gangnam__43,1,0.5857,0.9097,TP
gangnam__43__crop_003,gangnam__43,,0.0,0.4436,FP
gangnam__43__crop_004,gangnam__43,,0.0,0.3793,FP
gangnam__44__crop_001,gangnam__44,1,0.859,0.9927,TP
gangnam__44__crop_002,gangnam__44,,0.0,0.7115,FP
gangnam__44__crop_003,gangnam__44,,0.0,0.6566,FP
gangnam__44__crop_004,gangnam__44,2,0.8788,0.4594,TP
gangnam__45__crop_001,gangnam__45,1,0.8653,0.9997,TP
gangnam__45__crop_002,gangnam__45,,0.0,0.9974,FP
gangnam__45__crop_003,gangnam__45,,0.0,0.9962,FP
gangnam__45__crop_004,gangnam__45,,0.0,0.8745,FP
gangnam__46__crop_001,gangnam__46,1,0.5321,0.9966,TP
gangnam__46__crop_002,gangnam__46,,0.0,0.9964,FP
gangnam__46__crop_003,gangnam__46,,0.0,0.9471,FP
gangnam__46__crop_004,gangnam__46,,0.0,0.9194,FP
gangnam__47__crop_001,gangnam__47,1,0.6782,0.9949,TP
gangnam__47__crop_002,gangnam__47,,0.0,0.9777,FP
gangnam__48__crop_001,gangnam__48,1,0.7711,0.9967,TP
gangnam__48__crop_002,gangnam__48,,0.0,0.7731,FP
gangnam__49__crop_001,gangnam__49,1,0.8406,0.9975,TP
gangnam__5__crop_001,gangnam__5,1,0.813,0.9981,TP
gangnam__5__crop_002,gangnam__5,,0.0,0.9522,FP
gangnam__5__crop_003,gangnam__5,,0.0,0.3589,FP
gangnam__50__crop_001,gangnam__50,1,0.728,0.9916,TP
gangnam__51__crop_001,gangnam__51,1,0.659,0.9715,TP
gangnam__51__crop_002,gangnam__51,,0.0,0.8414,FP
gangnam__51__crop_003,gangnam__51,,0.0,0.6759,FP
gangnam__51__crop_004,gangnam__51,,0.0,0.4568,FP
gangnam__51__crop_005,gangnam__51,,0.0,0.4314,FP
gangnam__51__crop_006,gangnam__51,,0.0,0.3883,FP
gangnam__51__crop_007,gangnam__51,,0.0,0.3183,FP
gangnam__52__crop_001,gangnam__52,1,0.5632,0.9968,TP
gangnam__52__crop_002,gangnam__52,,0.0,0.9496,FP
gangnam__52__crop_003,gangnam__52,,0.0,0.8866,FP
gangnam__53__crop_001,gangnam__53,1,0.8932,0.923,TP
gangnam__53__crop_002,gangnam__53,,0.0,0.6809,FP
gangnam__53__crop_003,gangnam__53,,0.0,0.4955,FP
gangnam__54__crop_001,gangnam__54,1,0.7346,0.9877,TP
gangnam__54__crop_002,gangnam__54,2,0.8427,0.9705,TP
gangnam__55__crop_001,gangnam__55,1,0.8086,0.999,TP
gangnam__55__crop_002,gangnam__55,2,0.8769,0.9989,TP
gangnam__55__crop_003,gangnam__55,,0.0,0.6297,FP
gangnam__55__crop_004,gangnam__55,3,0.9409,0.4626,TP
gangnam__56__crop_001,gangnam__56,,0.2911,0.9925,FP
gangnam__56__crop_002,gangnam__56,2,0.7072,0.9801,TP
gangnam__56__crop_003,gangnam__56,1,0.9588,0.9753,TP
gangnam__56__crop_004,gangnam__56,,0.0,0.8735,FP
gangnam__57__crop_001,gangnam__57,2,0.9127,0.9987,TP
gangnam__57__crop_002,gangnam__57,1,0.9739,0.9964,TP
gangnam__58__crop_001,gangnam__58,1,0.9414,0.9983,TP
gangnam__58__crop_002,gangnam__58,2,0.9638,0.9928,TP
gangnam__59__crop_001,gangnam__59,2,0.9204,0.999,TP
gangnam__59__crop_002,gangnam__59,3,0.888,0.9978,TP
gangnam__59__crop_003,gangnam__59,1,0.9071,0.9975,TP
gangnam__6__crop_001,gangnam__6,1,0.8272,0.9984,TP
gangnam__60__crop_001,gangnam__60,1,0.9011,0.9979,TP
gangnam__61__crop_001,gangnam__61,1,0.8466,0.9922,TP
gangnam__61__crop_002,gangnam__61,,0.0,0.9575,FP
gangnam__62__crop_001,gangnam__62,,0.5,0.9866,FP
gangnam__62__crop_002,gangnam__62,1,0.8738,0.9085,TP
,gangnam__62,2,0.0,,FN
gangnam__63__crop_001,gangnam__63,,0.4546,0.9914,FP
gangnam__63__crop_002,gangnam__63,1,0.9745,0.9197,TP
gangnam__64__crop_001,gangnam__64,1,0.835,0.9961,TP
gangnam__64__crop_002,gangnam__64,3,0.9111,0.9924,TP
gangnam__64__crop_003,gangnam__64,2,0.7295,0.991,TP
gangnam__64__crop_004,gangnam__64,,0.0,0.791,FP
gangnam__64__crop_005,gangnam__64,,0.0,0.3252,FP
gangnam__65__crop_001,gangnam__65,1,0.8732,0.9967,TP
gangnam__65__crop_002,gangnam__65,,0.343,0.8009,FP
gangnam__65__crop_003,gangnam__65,,0.245,0.4375,FP
,gangnam__65,2,0.0,,FN
gangnam__66__crop_001,gangnam__66,2,0.7682,0.974,TP
gangnam__66__crop_002,gangnam__66,,0.3589,0.8524,FP
gangnam__66__crop_003,gangnam__66,,0.0,0.6584,FP
gangnam__66__crop_004,gangnam__66,,0.1416,0.4987,FP
gangnam__66__crop_005,gangnam__66,1,0.8373,0.4374,TP
gangnam__66__crop_006,gangnam__66,,0.0,0.2545,FP
gangnam__67__crop_001,gangnam__67,2,0.8842,0.9995,TP
gangnam__67__crop_002,gangnam__67,1,0.7552,0.9963,TP
gangnam__68__crop_001,gangnam__68,1,0.8961,0.9466,TP
gangnam__68__crop_002,gangnam__68,,0.0,0.8111,FP
gangnam__69__crop_001,gangnam__69,1,0.8629,0.9983,TP
gangnam__69__crop_002,gangnam__69,,0.0,0.8943,FP
gangnam__69__crop_003,gangnam__69,,0.0,0.7527,FP
gangnam__7__crop_001,gangnam__7,1,0.6742,0.9965,TP
gangnam__7__crop_002,gangnam__7,3,0.8801,0.9783,TP
gangnam__7__crop_003,gangnam__7,2,0.9005,0.8614,TP
gangnam__7__crop_004,gangnam__7,,0.0,0.284,FP
gangnam__70__crop_001,gangnam__70,1,0.9193,0.9972,TP
gangnam__70__crop_002,gangnam__70,3,0.8959,0.9956,TP
gangnam__70__crop_003,gangnam__70,2,0.8153,0.9937,TP
gangnam__70__crop_004,gangnam__70,,0.0,0.5311,FP
gangnam__71__crop_001,gangnam__71,1,0.8147,0.9948,TP
gangnam__71__crop_002,gangnam__71,2,0.5106,0.9799,TP
gangnam__71__crop_003,gangnam__71,4,0.7109,0.9769,TP
gangnam__71__crop_004,gangnam__71,,0.0,0.7941,FP
gangnam__71__crop_005,gangnam__71,3,0.824,0.723,TP
gangnam__72__crop_001,gangnam__72,1,0.8075,0.9987,TP
gangnam__72__crop_002,gangnam__72,,0.0,0.3844,FP
gangnam__73__crop_001,gangnam__73,1,0.7626,0.9909,TP
gangnam__73__crop_002,gangnam__73,2,0.8963,0.8717,TP
gangnam__74__crop_001,gangnam__74,1,0.903,0.9997,TP
gangnam__74__crop_002,gangnam__74,2,0.6986,0.672,TP
gangnam__75__crop_001,gangnam__75,1,0.6467,0.9602,TP
gangnam__75__crop_002,gangnam__75,,0.0,0.7127,FP
gangnam__76__crop_001,gangnam__76,2,0.864,0.9957,TP
gangnam__76__crop_002,gangnam__76,1,0.8396,0.9924,TP
gangnam__76__crop_003,gangnam__76,,0.0,0.9695,FP
gangnam__76__crop_004,gangnam__76,,0.0,0.9105,FP
gangnam__76__crop_005,gangnam__76,,0.0,0.8339,FP
gangnam__76__crop_006,gangnam__76,,0.0,0.8295,FP
gangnam__76__crop_007,gangnam__76,,0.0,0.8126,FP
gangnam__76__crop_008,gangnam__76,,0.0,0.6884,FP
gangnam__77__crop_001,gangnam__77,1,0.9514,0.9942,TP
gangnam__77__crop_002,gangnam__77,2,0.9054,0.9763,TP
gangnam__77__crop_003,gangnam__77,,0.0,0.7635,FP
gangnam__77__crop_004,gangnam__77,,0.0,0.4243,FP
gangnam__78__crop_001,gangnam__78,2,0.7625,0.9835,TP
,gangnam__78,1,0.0,,FN
gangnam__79__crop_001,gangnam__79,1,0.8909,0.9983,TP
gangnam__79__crop_002,gangnam__79,2,0.7054,0.9744,TP
gangnam__79__crop_003,gangnam__79,,0.0,0.7078,FP
gangnam__8__crop_001,gangnam__8,,0.4008,0.9383,FP
gangnam__8__crop_002,gangnam__8,1,0.8986,0.9224,TP
gangnam__8__crop_003,gangnam__8,,0.0,0.6867,FP
gangnam__8__crop_004,gangnam__8,2,0.7391,0.6287,TP
gangnam__8__crop_005,gangnam__8,,0.0,0.4295,FP
gangnam__8__crop_006,gangnam__8,,0.0,0.2917,FP
gangnam__8__crop_007,gangnam__8,,0.0,0.2634,FP
gangnam__80__crop_001,gangnam__80,1,0.905,0.9534,TP
gangnam__81__crop_001,gangnam__81,2,0.9162,0.9984,TP
gangnam__81__crop_002,gangnam__81,1,0.901,0.9975,TP
gangnam__81__crop_003,gangnam__81,,0.0,0.9974,FP
gangnam__82__crop_001,gangnam__82,1,0.9147,0.9962,TP
gangnam__82__crop_002,gangnam__82,,0.0,0.6324,FP
gangnam__82__crop_003,gangnam__82,,0.0,0.2869,FP
gangnam__83__crop_001,gangnam__83,1,0.6041,0.9647,TP
gangnam__83__crop_002,gangnam__83,,0.0,0.5983,FP
gangnam__84__crop_001,gangnam__84,1,0.9178,0.9991,TP
gangnam__84__crop_002,gangnam__84,2,0.9254,0.9953,TP
gangnam__84__crop_003,gangnam__84,,0.0,0.984,FP
gangnam__85__crop_001,gangnam__85,1,0.9093,0.9976,TP
gangnam__85__crop_002,gangnam__85,3,0.8901,0.9967,TP
gangnam__85__crop_003,gangnam__85,2,0.8247,0.9894,TP
gangnam__85__crop_004,gangnam__85,,0.0,0.9402,FP
gangnam__86__crop_001,gangnam__86,1,0.835,0.9933,TP
gangnam__86__crop_002,gangnam__86,2,0.8816,0.9911,TP
gangnam__86__crop_003,gangnam__86,3,0.911,0.9605,TP
gangnam__86__crop_004,gangnam__86,,0.0,0.4553,FP
gangnam__87__crop_001,gangnam__87,1,0.9191,0.9995,TP
gangnam__87__crop_002,gangnam__87,2,0.7453,0.9939,TP
gangnam__88__crop_001,gangnam__88,1,0.5822,0.9798,TP
gangnam__88__crop_002,gangnam__88,,0.0,0.7796,FP
gangnam__88__crop_003,gangnam__88,,0.0,0.3106,FP
gangnam__89__crop_001,gangnam__89,1,0.8551,0.9984,TP
gangnam__89__crop_002,gangnam__89,,0.0,0.6431,FP
gangnam__9__crop_001,gangnam__9,1,0.5849,0.9871,TP
gangnam__9__crop_002,gangnam__9,,0.0,0.9035,FP
gangnam__9__crop_003,gangnam__9,,0.0,0.4055,FP
gangnam__90__crop_001,gangnam__90,1,0.8655,0.9903,TP
gangnam__90__crop_002,gangnam__90,2,0.7788,0.9775,TP
gangnam__90__crop_003,gangnam__90,,0.0,0.8649,FP
gangnam__91__crop_001,gangnam__91,1,0.8948,0.9808,TP
gangnam__91__crop_002,gangnam__91,,0.0,0.4718,FP
gangnam__91__crop_003,gangnam__91,,0.0,0.3709,FP
gangnam__92__crop_001,gangnam__92,1,0.8973,0.9226,TP
gangnam__93__crop_001,gangnam__93,,0.0,0.5627,FP
gangnam__93__crop_002,gangnam__93,,0.0,0.3219,FP
gangnam__93__crop_003,gangnam__93,1,0.7702,0.2638,TP
gangnam__94__crop_001,gangnam__94,1,0.6089,0.9873,TP
gangnam__95__crop_001,gangnam__95,1,0.9129,0.9438,TP
gangnam__95__crop_002,gangnam__95,,0.0,0.8714,FP
gangnam__95__crop_003,gangnam__95,,0.0,0.7014,FP
gangnam__96__crop_001,gangnam__96,1,0.9246,0.9893,TP
gangnam__97__crop_001,gangnam__97,,0.4376,0.9966,FP
gangnam__97__crop_002,gangnam__97,,0.2646,0.7238,FP
gangnam__97__crop_003,gangnam__97,,0.1539,0.5818,FP
,gangnam__97,1,0.0,,FN
gangnam__98__crop_001,gangnam__98,1,0.7149,0.9957,TP
gangnam__98__crop_002,gangnam__98,,0.0,0.978,FP
gangnam__98__crop_003,gangnam__98,,0.0,0.4283,FP
gangnam__99__crop_001,gangnam__99,1,0.9024,0.9986,TP
