model,mode,image_name,region,gt_name,gt_tag,pred_name,pred_tag
qwen2.5vl:7b,text,gangnam__7__crop_003,gangnam,7 ELEVEN,shop=convenience,,amenity=cafe
qwen2.5vl:7b,text,gangnam__68__crop_001,gangnam,by LYNN,shop=clothes,,unknown
qwen2.5vl:7b,text,gangnam__67__crop_002,gangnam,천재 공인중개사,office=estate_agent,,office=estate_agent
qwen2.5vl:7b,text,gangnam__48__crop_001,gangnam,FOOD,amenity=restaurant,,amenity=cafe
qwen2.5vl:7b,text,gangnam__64__crop_001,gangnam,SUSHI BROS,amenity=restaurant,SUSHI BROS / 초발 돈까스전문점,amenity=restaurant
qwen2.5vl:7b,text,gangnam__30__crop_001,gangnam,Emoi,amenity=restaurant,,amenity=restaurant
qwen2.5vl:7b,text,suwon__20__crop_002,suwon,권약국,amenity=pharmacy,,shop=bakery
qwen2.5vl:7b,text,suwon__17__crop_001,suwon,포장마차,amenity=bar,,amenity=restaurant
qwen2.5vl:7b,text,suwon__64__crop_001,suwon,곤드레밥집,amenity=restaurant,곤드러밥집,amenity=restaurant
qwen2.5vl:7b,text,suwon__2__crop_004,suwon,LaLa COIN,amenity=karaoke_box,,shop=bakery
qwen2.5vl:7b,text,suwon__73__crop_002,suwon,유치회관,amenity=restaurant,,amenity=restaurant
qwen2.5vl:7b,text,suwon__36__crop_002,suwon,지하철,amenity=bar,,amenity=karaoke_box
qwen2.5vl:7b,text,suwon__16__crop_001,suwon,골드문주차장,amenity=parking,,amenity=parking
qwen2.5vl:7b,text,suwon__82__crop_001,suwon,시골집,amenity=restaurant,,amenity=restaurant
qwen2.5vl:7b,text,suwon__97__crop_001,suwon,어구미,amenity=restaurant,,shop
qwen2.5vl:7b,text,suwon__83__crop_001,suwon,시온성,amenity=restaurant,,amenity=restaurant
qwen2.5vl:7b,text,suwon__18__crop_001,suwon,삼정세탁,shop=laundry,,shop=laundry
qwen2.5vl:7b,text,suwon__42__crop_003,suwon,아리랑,amenity=restaurant,,shop=bakery
qwen2.5vl:7b,text,suwon__35__crop_001,suwon,용인 전통 순대국,amenity=restaurant,,amenity=restaurant
qwen2.5vl:7b,text,suwon__48__crop_001,suwon,황소고집,amenity=restaurant,,shop
qwen2.5vl:7b,text,suwon__62__crop_001,suwon,권약국,amenity=pharmacy,,shop
qwen2.5vl:7b,text,suwon__79__crop_001,suwon,소원식당,amenity=restaurant,,amenity=restaurant
qwen2.5vl:7b,text,suwon__42__crop_001,suwon,BAR \BOBOS,amenity=bar,,amenity=bar
qwen2.5vl:7b,text,suwon__23__crop_001,suwon,백학다방,amenity=cafe,,amenity=restaurant
qwen2.5vl:7b,text,suwon__42__crop_002,suwon,두리아족보쌈,amenity=restaurant,,shop
qwen2.5vl:7b,text,suwon__41__crop_001,suwon,한라돈,amenity=restaurant,,amenity=restaurant
qwen2.5vl:7b,text,suwon__29__crop_001,suwon,MALU HOTEL,tourism=hotel,MALU HOTEL,tourism=hotel
qwen2.5vl:7b,text,suwon__65__crop_001,suwon,대우 마이홈,office=estate_agent,,shop=bakery
qwen2.5vl:7b,text,suwon__34__crop_001,suwon,쪽갈비전문점 예감,amenity=restaurant,,shop=bakery
qwen2.5vl:7b,text,suwon__66__crop_002,suwon,VALENTI,shop=clothes,,shop
qwen2.5vl:7b,text,suwon__65__crop_003,suwon,VALE,,,amenity=veterinary
qwen2.5vl:7b,text,suwon__62__crop_002,suwon,권약국,amenity=pharmacy,,shop
qwen2.5vl:7b,text,suwon__15__crop_001,suwon,커리어 헤어 디자인,shop=hairdresser,,shop=beauty
qwen2.5vl:7b,text,suwon__60__crop_001,suwon,한빛약국,amenity=pharmacy,한빛약국,amenity=pharmacy
qwen2.5vl:7b,text,suwon__86__crop_001,suwon,수입 엔틱 가구,shop=furniture,,shop=furniture
qwen2.5vl:7b,text,suwon__25__crop_001,suwon,로맨틱 커피숍,amenity=cafe,로맨틱 커피숍,amenity=cafe
qwen2.5vl:7b,text,suwon__55__crop_001,suwon,엽기떡볶이,amenity=fast_food,,shop=fast_food
qwen2.5vl:7b,text,suwon__70__crop_001,suwon,신성공업사,shop=car_repair,,shop=car_repair
qwen2.5vl:7b,text,suwon__31__crop_001,suwon,두부해물마을,amenity=restaurant,,shop
gemma3:4b,vlm,brooklyn__28__crop_001,brooklyn,GALAXY BEAUTY SHOP,shop=beauty,GALAXY BEAUTY SHOP,shop=hairdresser
gemma3:4b,vlm,brooklyn__13__crop_002,brooklyn,9ROUND,leisure=fitness_centre,9 ROUND,leisure=fitness_centre
gemma3:4b,vlm,brooklyn__57__crop_001,brooklyn,CAROUSEL BEVERAGES,amenity=bar,CAROUSEL,amenity=bar
gemma3:4b,vlm,brooklyn__49__crop_002,brooklyn,enterprise,amenity=car_rental,Enterprise,amenity=car_rental
gemma3:4b,vlm,brooklyn__46__crop_001,brooklyn,NOOKLYN,office=estate_agent,NOOKLYN,shop=convenience
gemma3:4b,vlm,brooklyn__31__crop_001,brooklyn,DELI GRILL,shop=convenience,DELI & GRILL,amenity=restaurant
gemma3:4b,vlm,brooklyn__26__crop_001,brooklyn,RYERSON,amenity=restaurant,The Ryerson,restaurant
gemma3:4b,vlm,brooklyn__66__crop_002,brooklyn,MOZEB,shop=supermarket,MOZEB,shop=convenience
gemma3:4b,vlm,brooklyn__71__crop_001,brooklyn,NAILS,shop=beauty,Golden 7 NAILS,shop=beauty
gemma3:4b,vlm,brooklyn__89__crop_001,brooklyn,Dreamer Nails,shop=beauty,Dreamer Nails Inc.,shop=beauty
gemma3:4b,vlm,brooklyn__55__crop_001,brooklyn,MIGHTY QUINNS,amenity=restaurant,MIGHTY QUINN'S,restaurant
gemma3:4b,vlm,brooklyn__16__crop_002,brooklyn,CAMBRIDGE LEACH INC,office=company,CAMBRIDGE & LEACH INC.,office=company
gemma3:4b,vlm,brooklyn__5__crop_002,brooklyn,Nostrand Gold Dealers,shop=jewelry,Nostrand Gold Dealers,shop=jewelry
gemma3:4b,vlm,brooklyn__42__crop_001,brooklyn,Bagel Pub,amenity=bar,Bagel Pub,amenity=restaurant
gemma3:4b,vlm,brooklyn__12__crop_001,brooklyn,ISLAND RIBHOUSE,amenity=restaurant,ISLAND RIBHOUSE,restaurant
gemma3:4b,vlm,brooklyn__11__crop_001,brooklyn,LIT TAX SOLUTIONS,,ELITE TAX SOLUTIONS INC.,office=company
gemma3:4b,vlm,brooklyn__94__crop_003,brooklyn,HARDWARE,shop=hardware,FULTON HOME CENTER,shop
gemma3:4b,vlm,brooklyn__27__crop_002,brooklyn,SHORTY CANDY,shop=supermarket,SHORTY CANDY & GROCERY STOP,shop=convenience
gemma3:4b,vlm,brooklyn__29__crop_001,brooklyn,CROWN DISCOUNT STORE 99,shop=supermarket,CROWN DISCOUNT STORE,shop=convenience
gemma3:4b,vlm,brooklyn__50__crop_001,brooklyn,THE NEW ATLANTIC Restaurant,amenity=restaurant,THE NEW ATLANTIC Restaurant,restaurant
gemma3:4b,vlm,brooklyn__60__crop_004,brooklyn,RISE DEVELOPMENT,office=estate_agent,RISE DEVELOPMENT,office=building
gemma3:4b,vlm,brooklyn__92__crop_002,brooklyn,NAIL,shop=beauty,NAIL,shop
gemma3:4b,vlm,brooklyn__57__crop_003,brooklyn,Powerplay,leisure=fitness_centre,Powerplay,leisure=fitness_centre
gemma3:4b,vlm,brooklyn__25__crop_001,brooklyn,URBAN MARKET BY,shop=supermarket,URBAN MARKET BY KeyFood,amenity=fast_food
gemma3:4b,vlm,brooklyn__69__crop_003,brooklyn,Lemon Grass,amenity=restaurant,Lemon Grass,restaurant
gemma3:4b,vlm,brooklyn__64__crop_001,brooklyn,BEAUTY SALON,shop=hairdresser,BEAUTY SALON,shop=hairdresser
gemma3:4b,vlm,brooklyn__69__crop_001,brooklyn,AMY UNIQUE NAILS INC,shop=beauty,AMY UNIQUE NAILS INC.,shop=beauty
