region,det_crop,status,gt_crop,gt_tag,pred_name,pred_tag,ocr_text
gangnam,gangnam__31__crop_001,TP,gangnam__31__crop_001,amenity=restaurant,국빈,amenity=restaurant,OPEN / 정통중국요리 / 국빈 Chinese Res T.566-4531
gangnam,gangnam__32__crop_001,TP,gangnam__32__crop_001,amenity=bar,TAN,amenity=restaurant,dishes / TAN / IZAKAYA TAN / IZAKAYA / たん / t.h
gangnam,gangnam__33__crop_001,TP,gangnam__33__crop_001,shop=bakery,DUNKIN,amenity=fast_food,한식 / bierhof / bierhof / DONUTS / DD / DUNKIN
gangnam,gangnam__34__crop_001,TP,gangnam__34__crop_001,shop=convenience,MINI STOP 역삼타워점,shop=convenience,청심 19요8 / 비어호프 / MINI STOP 역삼타워점 / MINI / co / MINICAFE
gangnam,gangnam__36__crop_001,FP,,,꼬끼꼬끼,amenity=restaurant,꼬끼꼬끼 / 치킨호프 / 치킨호프
gangnam,gangnam__37__crop_001,TP,gangnam__37__crop_001,shop=optician,eye scream,shop=optician,eye scream 아이스크 / eye scream 아이스크림안경 / eye
gangnam,gangnam__38__crop_001,TP,gangnam__38__crop_001,amenity=cafe,CANDLE & SOAP,shop=beauty,SOAP / CANDLE / CANDLE & SOAP
gangnam,gangnam__39__crop_001,TP,gangnam__39__crop_001,amenity=restaurant,쭈꾸미불낙,amenity=restaurant,세무사김영덕사무소 / 쭈꾸미불낙 / 쭈꾸
gangnam,gangnam__4__crop_001,TP,gangnam__4__crop_001,amenity=bar,가배도,amenity=cafe,기시도 / CASA / JOVEN
gangnam,gangnam__40__crop_001,TP,gangnam__40__crop_001,amenity=bar,로빈힐,amenity=bar,BEER / 로빈힐 BEER & 생맥주 / 단체피로연 예약 TT
gangnam,gangnam__41__crop_001,TP,gangnam__41__crop_001,shop=stationery,모닝글로리,shop=stationery,모닝글로리 / 모닝글로리 / 강남역점
gangnam,gangnam__42__crop_001,TP,gangnam__42__crop_001,amenity=restaurant,일당흑마늘족발 보쌈,amenity=restaurant,순대국 / 보쌈 / 일당흑마늘족발 보쌈 / 일당흑 / 본점
gangnam,gangnam__43__crop_001,TP,gangnam__43__crop_001,shop=convenience,ELEVEN,shop=convenience,ELEVEN
gangnam,gangnam__44__crop_001,TP,gangnam__44__crop_002,amenity=restaurant,영동껍데기,amenity=restaurant,100% / 100% 국내산 / 1등급 / 생고기 / 영동껍데기 / 김치찌개
gangnam,gangnam__44__crop_002,FP,,,생고기,amenity=restaurant,Google / 생고기 / 김치찌개
gangnam,gangnam__45__crop_001,TP,gangnam__45__crop_001,amenity=restaurant,영동,amenity=restaurant,영동 / 100% 국내산 1등급 생고기 / 껍데기 / 소금구이
gangnam,gangnam__45__crop_002,FP,,,영동 식당,amenity=restaurant,영동 식당 김치찌개
gangnam,gangnam__45__crop_003,FP,,,가고싶은 식당,amenity=restaurant,가고싶은 식당 / cass
gangnam,gangnam__46__crop_001,FP,,,통돼지,amenity=restaurant,찌개 / 통돼지김치찌개 / 통돼지
gangnam,gangnam__46__crop_002,FP,,,통돼지찌개집,amenity=restaurant,통돼지찌개집
gangnam,gangnam__46__crop_003,FP,,,생고기화로구이,amenity=restaurant,화로구이 / 생고기화로구이 / 생고기
gangnam,gangnam__47__crop_001,TP,gangnam__47__crop_001,amenity=restaurant,나주가,amenity=restaurant,나주가 / 숙성한우와 나주곰탕 전문점 / NAJUGA / 가맹점문의
gangnam,gangnam__48__crop_001,TP,gangnam__48__crop_001,amenity=restaurant,김밥천국,amenity=restaurant,FOOD / CAFE 김밥천국
gangnam,gangnam__49__crop_001,TP,gangnam__49__crop_001,shop=bakery,파리바게뜨,shop=bakery,PARIS / BAGUETTE / 파리바게뜨
gangnam,gangnam__5__crop_001,TP,gangnam__5__crop_001,amenity=fast_food,MOS BURGER,amenity=fast_food,MOS BURGER
gangnam,gangnam__51__crop_001,TP,gangnam__51__crop_001,shop=convenience,GS25,shop=convenience,이치 / 이지 / Friendly / Fresh / GS25 / Fresh / Fun
gangnam,gangnam__52__crop_001,TP,gangnam__52__crop_001,amenity=clinic,미즈메디 병원,amenity=clinic,미즈메디 병원 / Miz Medi Hospital
gangnam,gangnam__52__crop_002,FP,,,미즈메디 병원,amenity=clinic,미즈메디 병원 / Miz Medi Hospital
gangnam,gangnam__53__crop_001,TP,gangnam__53__crop_001,,커피볶는집,amenity=cafe,커피볶는집 / 대치동 / 커피볶는집 / 대치동본점 / 체인문의TEL
gangnam,gangnam__54__crop_001,TP,gangnam__54__crop_002,leisure=fitness_centre,ZUM 줌,leisure=fitness_centre,대치점 568-1977 / ZUM 줌 / 필라테스 & / 플라잉 요가
gangnam,gangnam__54__crop_002,TP,gangnam__54__crop_001,amenity=school,SEM학원,amenity=school,SEM학원 / SEM / 수학전문
gangnam,gangnam__54__crop_003,FP,,,ΣEM학원,amenity=school,ΣEM학원 / ΣEM / 수학전문
gangnam,gangnam__55__crop_001,TP,gangnam__55__crop_002,amenity=restaurant,로얄키친,amenity=restaurant,당신만을 위한 작은 부엌 / 로얄키친 / 서울 / ROYAL KITCHEN 02 566 1016
gangnam,gangnam__55__crop_002,TP,gangnam__55__crop_001,office=estate_agent,대성,office=company,Since 1985 / 대성 / 대치본점 555-8364 / 상업공간.리모델링.유지보수 / 실
gangnam,gangnam__55__crop_003,FP,,,발성사,office=company,발성사
gangnam,gangnam__55__crop_004,TP,gangnam__55__crop_003,amenity=restaurant,로얄키친,amenity=restaurant,N / 로얄키친 / 키친 / 02 5661016 / 공념
gangnam,gangnam__56__crop_001,TP,gangnam__56__crop_002,office=estate_agent,믿음부동산,office=estate_agent,부동산 법률중개사 / 공인중개사 / 믿음부동산 / 사무소
gangnam,gangnam__56__crop_002,TP,gangnam__56__crop_001,,해남세발낙지,amenity=restaurant,홍어삼합 생선구이 / 생선조림 갈치조림 / 해남세발낙지
gangnam,gangnam__57__crop_001,TP,gangnam__57__crop_002,office=estate_agent,솔로몬 공인중개사사무소,office=estate_agent,솔로몬 공인중개사사무소 / 허가번호:9250-7290
gangnam,gangnam__57__crop_002,TP,gangnam__57__crop_001,shop=books,대치 삼성서점,shop=books,대치 삼성서점 / 치 / 508-1441
gangnam,gangnam__58__crop_001,TP,gangnam__58__crop_001,amenity=karaoke_box,VIP노래방,amenity=karaoke_box,VIP노래방
gangnam,gangnam__58__crop_002,TP,gangnam__58__crop_002,shop=health_food,정관장 홍삼,shop=health_food,신뢰의 기업 / 정관장 홍삼 / 대치본점 / www.kgc.or.kr
gangnam,gangnam__59__crop_001,TP,gangnam__59__crop_002,amenity=karaoke_box,VIP,amenity=karaoke_box,VIP노래방 / VIP
gangnam,gangnam__59__crop_002,TP,gangnam__59__crop_001,amenity=pharmacy,메디팜 나리약국,amenity=pharmacy,MEDIPHARM / 메디팜 나리약국 / TEL. 565-6645
gangnam,gangnam__59__crop_003,TP,gangnam__59__crop_003,shop=health_food,정관장,shop=health_food,정관장 / (주)한국인삼공사 / www.kgc.or.kr
gangnam,gangnam__6__crop_001,TP,gangnam__6__crop_001,amenity=cafe,HERRY'S COFFEE,amenity=cafe,COFFEE / HERRY'S COFFEE / 1577-2307
gangnam,gangnam__60__crop_001,TP,gangnam__60__crop_001,amenity=school,이수정 국어·논술,amenity=school,이수정 국어·논술 / Think Different & Be the Best / 이수정 국어·논술 / 논술 / TI
gangnam,gangnam__61__crop_001,TP,gangnam__61__crop_002,shop=convenience,MINI STOP,shop=convenience,MINI STOP / 24시간 영업
gangnam,gangnam__61__crop_002,TP,gangnam__61__crop_001,amenity=cafe,PAIK'S COFFEE,amenity=cafe,PAIK'S / PAIK'S COFFEE / 대치동학원가점
gangnam,gangnam__62__crop_001,TP,gangnam__62__crop_001,shop=convenience,MINI STOP,shop=convenience,MINI STOP / 대치시내점
gangnam,gangnam__62__crop_002,FP,,,MINI STOP,shop=convenience,MINI STOP / 대치시내점
gangnam,gangnam__63__crop_001,TP,gangnam__63__crop_001,shop=convenience,MINI STOP,shop=convenience,MINI STOP / STOP / 대치시내점
gangnam,gangnam__64__crop_001,TP,gangnam__64__crop_003,amenity=study_cafe,시작 스터디카페,amenity=study_cafe,시작 스터디카페 / SIZAK STUDY CAFE / T. 558.5206
gangnam,gangnam__64__crop_002,TP,gangnam__64__crop_002,shop=convenience,MINI STOP,shop=convenience,MINI STOP / 대치시내점
gangnam,gangnam__64__crop_003,TP,gangnam__64__crop_001,amenity=restaurant,SUSHI BROS,amenity=restaurant,SUSHI BROS / 초밥&돈까스전문점
gangnam,gangnam__65__crop_001,TP,gangnam__65__crop_001,amenity=cafe,빽다방,amenity=cafe,빽다방 / 빽다방 / PAIK'S COFFEE
gangnam,gangnam__66__crop_001,FP,,,,office=company,지도(제목 없음) / 지도에 대한 설명을 입력하세요.
gangnam,gangnam__66__crop_002,TP,gangnam__66__crop_001,,김가네,amenity=restaurant,김가네 / Global NO. 430 퓨전 종합분식점 대치점 539-1339
gangnam,gangnam__66__crop_003,TP,gangnam__66__crop_002,office=estate_agent,으뜸 공인중개사,office=estate_agent,으뜸 공인중개사 / 공인중개사 / 사 / 산
gangnam,gangnam__67__crop_001,TP,gangnam__67__crop_002,office=estate_agent,천재,office=estate_agent,천재 / 사무소 / 공인중개사 / 대표:이상례
gangnam,gangnam__67__crop_002,TP,gangnam__67__crop_001,shop=motorcycle,한강 오토바이,shop=motorcycle,한강 오토바이 / T.553-4801
gangnam,gangnam__68__crop_001,FP,,,,office=company,e888-e
gangnam,gangnam__68__crop_002,TP,gangnam__68__crop_001,shop=clothes,LYNN,shop=beauty,LYNN / by / designed feminine
gangnam,gangnam__69__crop_001,TP,gangnam__69__crop_001,amenity=restaurant,미래향,amenity=restaurant,미래향 / 정통중화요리
gangnam,gangnam__7__crop_001,TP,gangnam__7__crop_002,amenity=restaurant,딸부자네불백,amenity=restaurant,딸부자네불백 / DOALBUJA BULBAEK 강남역9번출구점 535-8663
gangnam,gangnam__7__crop_002,TP,gangnam__7__crop_003,shop=convenience,ELEVEN,shop=convenience,ELEVEN
gangnam,gangnam__7__crop_003,TP,gangnam__7__crop_001,amenity=restaurant,Pomato,amenity=restaurant,©2019 / Pomato / Pomato / 강남2호점 (02)535-2070 / 세인본사 (02)687-4285
gangnam,gangnam__7__crop_004,FP,,,Pomato,amenity=restaurant,©2019 / Pomato / 강남2호점 (02)535-2070 / 체인본사(02)687-4285
gangnam,gangnam__70__crop_001,TP,gangnam__70__crop_003,amenity=bar,민속주점,amenity=bar,민속주점 / T.564-1689
gangnam,gangnam__70__crop_002,TP,gangnam__70__crop_001,amenity=restaurant,병천순대,amenity=restaurant,전통음식 병천순대 / 일반음식점 대사1호점 T.563-1182
gangnam,gangnam__70__crop_003,FP,,,한강,office=company,한강
gangnam,gangnam__70__crop_004,TP,gangnam__70__crop_002,amenity=restaurant,라라감자탕,amenity=restaurant,요일 / 라라감자탕 / 메뉴 / 대치점 www.rara24.com
gangnam,gangnam__71__crop_001,TP,gangnam__71__crop_002,amenity=bar,맥주창고,amenity=bar,맥주창고 / 세계맥주 할인점 B1
gangnam,gangnam__71__crop_002,TP,gangnam__71__crop_001,amenity=clinic,금초한의원,amenity=clinic,금초한의원
gangnam,gangnam__71__crop_003,TP,gangnam__71__crop_003,amenity=book_cafe,박지향 Book Cafe,amenity=book_cafe,박지향 Book Cafe / 2F
gangnam,gangnam__72__crop_001,TP,gangnam__72__crop_001,shop=convenience,CU,shop=convenience,LBLO / OO / CU / for / you / bgfcu.com
gangnam,gangnam__73__crop_001,TP,gangnam__73__crop_001,shop=hairdresser,정재용헤어 명가,shop=hairdresser,HAIR SALON / 정재용헤어 명가 / by JUNG JAE YONG
gangnam,gangnam__73__crop_002,TP,gangnam__73__crop_002,shop=hairdresser,JUNG JAE YONG,shop=hairdresser,HAIR SALON / by JUNG JAE YONG
gangnam,gangnam__74__crop_001,TP,gangnam__74__crop_001,amenity=restaurant,밥라임,amenity=restaurant,밥라임 / 브리또&주먹밥 / Korean Bob Time / 가맹문의 : 031-750-0008 / 대치점 : 02-501-8009
gangnam,gangnam__74__crop_002,TP,gangnam__74__crop_002,shop=bakery,MARIAN,shop=clothes,MARIAN
gangnam,gangnam__75__crop_001,TP,gangnam__75__crop_001,amenity=restaurant,함·박·웃·음,amenity=restaurant,밥 / 함·박·웃·음 / 분식
gangnam,gangnam__76__crop_001,TP,gangnam__76__crop_001,office=estate_agent,강남공인중개사사무소,office=estate_agent,강남공인중개사사무소 / 강남공인중개사사무소 / 사무소 / 대표:조군형 / 유니에셋 / 유니에셋
gangnam,gangnam__77__crop_001,TP,gangnam__77__crop_001,office=estate_agent,대치래미안,office=estate_agent,TEL 558 - 0123 / 대표 박은숙 / 대치래미안 / 공인중개사사무소
gangnam,gangnam__77__crop_002,TP,gangnam__77__crop_002,office=estate_agent,영광,office=estate_agent,영광 / 공인중개사 사무소
gangnam,gangnam__77__crop_003,FP,,,,office=estate_agent,중개사사무소 / 1515
gangnam,gangnam__78__crop_001,TP,gangnam__78__crop_002,shop=furniture,리빙인테리어,office=company,리빙인테리어 / 리빙인테리어
gangnam,gangnam__79__crop_001,TP,gangnam__79__crop_001,shop=convenience,GS25 강남한터점,shop=convenience,Friendly / Fresh / GS25 / Fun / Fun 강남한터점
gangnam,gangnam__79__crop_002,FP,,,,amenity=restaurant,
gangnam,gangnam__79__crop_003,TP,gangnam__79__crop_002,amenity=restaurant,계룡돈가스,amenity=restaurant,한티역직영점 / B1 / 시래기국 짜장보리밥 / 계룡돈가스 / 홍어삼합 두루치기 꼬들꼬들 도가막걸리
gangnam,gangnam__8__crop_001,TP,gangnam__8__crop_002,shop=convenience,ELEVEN,shop=convenience,ELEVEN
gangnam,gangnam__8__crop_002,TP,gangnam__8__crop_001,,한입ONEBITE,amenity=restaurant,하루HARU / 한입ONEBITE / 한입ONEBITE Mr.돈부리
gangnam,gangnam__8__crop_003,TP,gangnam__8__crop_003,shop=beauty,중국장통 발관리 전문점,shop=beauty,중국장통 발관리 전문점 / THE FOOT SHOP / 7F
gangnam,gangnam__8__crop_004,FP,,,Saboten,amenity=restaurant,Saboten
gangnam,gangnam__8__crop_005,FP,,,하루HARU,amenity=restaurant,하루HARU / 행바 / 한입ONEEITE M돈부리 / ELEVEn
gangnam,gangnam__80__crop_001,TP,gangnam__80__crop_001,shop=convenience,GS25 강남한티점,shop=convenience,Friendly Fresh Fun / GS25 / 지에스25 Friendly Fresh Fun 강남한티점
gangnam,gangnam__81__crop_001,TP,gangnam__81__crop_002,amenity=restaurant,한티역직영점,amenity=restaurant,B1 / 한티역직영점 / 시래기국 n 짜장set리밥 / 사래기국강장 / 계몽돈가스 / 홍어삼합 두루치기 짜글짜글이 도가막걸리
gangnam,gangnam__81__crop_002,FP,,,MAMM ZELA,shop=clothes,MAMM / ZELA
gangnam,gangnam__81__crop_003,TP,gangnam__81__crop_001,shop=convenience,GS25,shop=convenience,광남한특별 / Friendly / Fresh / GS25 / Fun / Fun / Fun
gangnam,gangnam__82__crop_001,TP,gangnam__82__crop_001,amenity=restaurant,김영희 동태찜 &코다리냉면,amenity=restaurant,영어 학원 / 해물요리 1등 브랜드 / 김영희 동태찜 / &코다리냉면
gangnam,gangnam__83__crop_001,TP,gangnam__83__crop_001,amenity=restaurant,코다리냉면 대치직영점,amenity=restaurant,홍성민 영어 / 코다리냉면 대치직영점 T.561.5007 / 김영희 동태찜 / 해물요리 1등 브랜드
gangnam,gangnam__84__crop_001,TP,gangnam__84__crop_001,office=company,상품권닷컴,shop=convenience,LOTTO / toto / 상품권닷컴 / 티켓코리아 T.3452-8118 상품권닷컴
gangnam,gangnam__84__crop_002,FP,,,꽃카츠집,amenity=restaurant,수제돈카츠·모밀전문점 / 꽃카츠집 / 꽃카츠집 / 한ㅌ
gangnam,gangnam__84__crop_003,TP,gangnam__84__crop_002,amenity=restaurant,Pasta & Dough,amenity=restaurant,©2019 Google / Pasta & Dough / Italian Cuisine
gangnam,gangnam__85__crop_001,TP,gangnam__85__crop_001,office=company,티켓코리아,office=company,상품권닷컴 LOTTO / 티켓코리아 T.3452-8118 상품권닷컴
gangnam,gangnam__85__crop_002,TP,gangnam__85__crop_002,amenity=restaurant,Pasta & Dough,amenity=restaurant,Pasta & Dough / Italian cuisine
gangnam,gangnam__87__crop_001,TP,gangnam__87__crop_002,amenity=bar,비어락,amenity=bar,세계맥주할인점 / BROZ PUB / 비어락
gangnam,gangnam__87__crop_002,TP,gangnam__87__crop_001,shop=beauty,MX 엠엑스,amenity=clinic,진료과목 / 피부과 / MX / 엠엑스 / T.564-8222 / 3F
gangnam,gangnam__89__crop_001,TP,gangnam__89__crop_001,shop=convenience,씨유대치사거리점,shop=convenience,Nice to CU / 씨유대치사거리점
gangnam,gangnam__89__crop_002,FP,,,,amenity=restaurant,
gangnam,gangnam__9__crop_001,FP,,,boten,amenity=restaurant,boten / NAL SHINJUKU DONTSU
gangnam,gangnam__90__crop_001,TP,gangnam__90__crop_001,shop=convenience,CU,shop=convenience,Nice to / CU / 시주
gangnam,gangnam__90__crop_002,TP,gangnam__90__crop_002,amenity=pharmacy,필리아,amenity=pharmacy,필리아 / 필리아 약국 / 약국 / 연중무휴 / 02) 508 - 6116
gangnam,gangnam__91__crop_001,TP,gangnam__91__crop_001,shop=convenience,CU,shop=convenience,보험 건강 공단 검진 / 약 / Nice to CU / CU
gangnam,gangnam__92__crop_001,TP,gangnam__92__crop_001,shop=beauty,I ♥ Nail,shop=beauty,©2019 Google / I ♥ Nail
gangnam,gangnam__96__crop_001,TP,gangnam__96__crop_001,amenity=study_cafe,비에이블,amenity=study_cafe,비에이블 / PREMIUM / 스터디카페 24시 / B1 / 대치2센터
gangnam,gangnam__97__crop_001,FP,,,,office=building,7
gangnam,gangnam__97__crop_002,FP,,,22약,amenity=pharmacy,22약
gangnam,gangnam__97__crop_003,FP,,,,amenity=restaurant,
gangnam,gangnam__98__crop_001,TP,gangnam__98__crop_001,amenity=post_office,서울대치4동 우편취급국,amenity=post_office,서울대치4동 / 동 / KOREA POST / 우편취급국 / 우체국보험
gangnam,gangnam__99__crop_001,TP,gangnam__99__crop_001,amenity=school,워너비,amenity=school,WB / 워너비 / EDUCATION
brooklyn,brooklyn__1__crop_001,TP,brooklyn__1__crop_001,amenity=restaurant,OFF THE GRILL,amenity=restaurant,MEDITERRANEAN / CUISINE / FRESH / OFF THE / GRILL
brooklyn,brooklyn__10__crop_001,TP,brooklyn__10__crop_002,amenity=restaurant,ISLAND RIBHOUSE,amenity=restaurant,ISLAND / RIBHOUSE / 611 Nosrand Ave. BBQ
brooklyn,brooklyn__10__crop_002,TP,brooklyn__10__crop_001,,MOD,office=company,SPACE / AVAILABLE / MOD
brooklyn,brooklyn__100__crop_001,TP,brooklyn__100__crop_001,shop=supermarket,BARGAINLAND,shop=supermarket,BARGAINLAND / DEPARTMENT STORES / BARGAINLAND
brooklyn,brooklyn__11__crop_001,FP,,,S Financial,amenity=bank,S / Financial / Checks Cashed / ecks / Debit Card | Bills Paid | Money Orders | ATM
brooklyn,brooklyn__11__crop_002,TP,brooklyn__11__crop_001,,TAX ELITE SOLUTIONS,office=company,TAX / ELITE / SOLUTIONS / Tel: 718.484.4131 Fax:
brooklyn,brooklyn__12__crop_001,TP,brooklyn__12__crop_001,amenity=restaurant,ISLAND RIBHOUSE,amenity=restaurant,ISLAND RIBHOUSE / 611 Nostrand Ave. BBQ
brooklyn,brooklyn__12__crop_002,FP,,,613 FRESH DE,shop=convenience,613 FRESH DE
brooklyn,brooklyn__13__crop_001,TP,brooklyn__13__crop_001,shop=supermarket,WINE GROCER,shop=convenience,WINE GROCER / GROCER / FOOD WINE / WINE / We Love You
brooklyn,brooklyn__13__crop_002,TP,brooklyn__13__crop_002,leisure=fitness_centre,9ROUND,leisure=fitness_centre,9ROUND / 30 MIN KICKBOX FITNESS / LinkNYC
brooklyn,brooklyn__14__crop_001,TP,brooklyn__14__crop_001,,Rosalia's,amenity=cafe,Rosalia's / Cafe
brooklyn,brooklyn__14__crop_002,TP,brooklyn__14__crop_002,shop=beauty,Hello One Nail,shop=beauty,Hello One Nail / Spa / Inc
brooklyn,brooklyn__15__crop_001,TP,brooklyn__15__crop_002,shop=supermarket,WINE GROCER,shop=convenience,WINE GROCER / FOOD / WINE
brooklyn,brooklyn__15__crop_002,TP,brooklyn__15__crop_001,leisure=fitness_centre,9ROUND,leisure=fitness_centre,© 2024 Google / 9ROUND / 30 MIN KICKBOX FITNESS
brooklyn,brooklyn__16__crop_001,TP,brooklyn__16__crop_001,shop=car_repair,WING E-BIKE,shop=motorcycle,SALES / WING E-BIKE / FLY / REPAIR / www.flywingny.com Tel: 917-605-5570 / VENTAS / REPARACIONES
brooklyn,brooklyn__16__crop_002,TP,brooklyn__16__crop_002,office=company,CAMBRIDGE & LEACH INC.,office=company,Personal & Commercial / CAMBRIDGE & LEACH INC. / INSURANCE
brooklyn,brooklyn__16__crop_003,FP,,,FLY WING E-BIKE,shop=motorcycle,FLY WING E-BIKE / 662
brooklyn,brooklyn__17__crop_001,TP,brooklyn__17__crop_001,shop=beauty,Hello One Nail,shop=beauty,Hello One Nail / Spa / Inc
brooklyn,brooklyn__17__crop_002,TP,brooklyn__17__crop_002,,,office=estate_agent,STORE / FOR RENT / 718-627-7847 EXT 102
brooklyn,brooklyn__18__crop_001,TP,brooklyn__18__crop_001,shop=laundry,Champion Laundry,shop=laundry,Champion Laundry / & Dry Cleaning Service / FREE PICKUP & DELIVERY
brooklyn,brooklyn__18__crop_002,TP,brooklyn__18__crop_003,shop=car_repair,FLY WING E-BIKE,shop=motorcycle,SALES / FLY WING E-BIKE / REPAIR / www.flywingny.com Tel: / VENTAS / REPARACIONES
brooklyn,brooklyn__18__crop_003,TP,brooklyn__18__crop_002,shop=hairdresser,ABC II,shop=hairdresser,ABC II / BARBER SHOP / 666 Nostrand Ave. 11216 / Phone: 347.792.6773 · abc2barbershopunisex.com
brooklyn,brooklyn__19__crop_001,TP,brooklyn__19__crop_001,shop=mobile_phone,total wireless,shop=mobile_phone,total / wireless
brooklyn,brooklyn__2__crop_001,TP,brooklyn__2__crop_001,shop=laundry,DUTCH CLEANERS,shop=laundry,DUTCH / CLEANERS
brooklyn,brooklyn__2__crop_002,TP,brooklyn__2__crop_003,office=estate_agent,SPRINT REALTY INC.,office=estate_agent,MLS R / SPRINT REALTY INC. / SALES / RENTALS - RESIDENTIAL & COMMERCIAL - MANAGEMENT - WE BUY HOUSES ALL CASH
brooklyn,brooklyn__20__crop_001,TP,brooklyn__20__crop_001,amenity=cafe,island pops,amenity=ice_cream,island / pops
brooklyn,brooklyn__20__crop_002,FP,,,island pops,amenity=ice_cream,island / pops
brooklyn,brooklyn__20__crop_003,TP,brooklyn__20__crop_002,office=company,EMS Accounting Service,office=company,1995 / EMS Accounting Service / inc
brooklyn,brooklyn__21__crop_001,TP,brooklyn__21__crop_001,shop=supermarket,Nostrands Nugs,amenity=restaurant,Nostrands / ands / Nugs
