model,mode,image_name,region,gt_name,gt_tag,pred_name,pred_tag,rag_hits,in_db
gemma3:12b,rag,brooklyn__37__crop_002,brooklyn,GRILL DELI,shop=convenience,Grill & Deli,amenity=restaurant,5,1
gemma3:12b,rag,brooklyn__38__crop_001,brooklyn,95 South,amenity=restaurant,SOUL FOOD,amenity=restaurant,5,1
gemma3:12b,rag,brooklyn__38__crop_002,brooklyn,PHARMACY,amenity=pharmacy,FARE HEATH PHARMACYLE,amenity=pharmacy,5,0
gemma3:12b,rag,brooklyn__38__crop_003,brooklyn,95 South,amenity=restaurant,SOUL FOOD,amenity=restaurant,5,1
gemma3:12b,rag,brooklyn__38__crop_004,brooklyn,PHARMACY,amenity=pharmacy,PHARMACYL,amenity=pharmacy,5,0
gemma3:12b,rag,brooklyn__3__crop_001,brooklyn,LAUNDROMAT,shop=laundry,LAUNDROMAT,shop=laundry,5,1
gemma3:12b,rag,brooklyn__40__crop_001,brooklyn,SHEER MADNESS,shop=hairdresser,SHEER MADNESS,shop=hairdresser,5,1
gemma3:12b,rag,brooklyn__41__crop_001,brooklyn,FRANKLIN EXPRESS,shop=laundry,FRANKLIN EXPRESS / LAUNDRY CENTER,shop=laundry,5,0
gemma3:12b,rag,brooklyn__42__crop_001,brooklyn,Bagel Pub,amenity=bar,Bagel Pub,amenity=fast_food,5,1
gemma3:12b,rag,brooklyn__44__crop_001,brooklyn,SJ MARKET,shop=supermarket,SJ MARKET,shop=convenience,5,0
gemma3:12b,rag,brooklyn__45__crop_001,brooklyn,HAPPY WOK,amenity=restaurant,HAPPY WOK,amenity=restaurant,5,1
gemma3:12b,rag,brooklyn__46__crop_001,brooklyn,NOOKLYN,office=estate_agent,NOOKLYN,office=estate_agent,5,1
gemma3:12b,rag,brooklyn__47__crop_002,brooklyn,MISC,amenity=restaurant,MISC,amenity=restaurant,5,1
gemma3:12b,rag,brooklyn__48__crop_001,brooklyn,RESTAURANT,amenity=restaurant,RESTAURANT,amenity=restaurant,5,0
gemma3:12b,rag,brooklyn__48__crop_002,brooklyn,DELI GROCERY,shop=convenience,DELI & GROCERY,shop=convenience,5,1
gemma3:12b,rag,brooklyn__49__crop_001,brooklyn,enterprise,amenity=car_rental,enterprise,amenity=car_rental,5,1
gemma3:12b,rag,brooklyn__49__crop_002,brooklyn,enterprise,amenity=car_rental,enterprise,amenity=car_rental,5,1
gemma3:12b,rag,brooklyn__4__crop_001,brooklyn,SuperMarket,shop=supermarket,Supermarket,shop=supermarket,5,0
gemma3:12b,rag,brooklyn__50__crop_001,brooklyn,THE NEW ATLANTIC Restaurant,amenity=restaurant,THE NEW ATLANTIC Restaurant,amenity=restaurant,5,0
gemma3:12b,rag,brooklyn__51__crop_001,brooklyn,enterprise,amenity=car_rental,enterprise,amenity=car_rental,5,1
gemma3:12b,rag,brooklyn__52__crop_001,brooklyn,StateFarm,office=company,StateFarm,amenity=bank,5,1
gemma3:12b,rag,brooklyn__54__crop_001,brooklyn,R FERRARO COLLISION,shop=car_repair,R. FERRARO,shop=car_repair,5,0
gemma3:12b,rag,brooklyn__54__crop_002,brooklyn,CAROUSEL BEVERAGES,amenity=bar,CAROUSEL,amenity=bar,5,0
gemma3:12b,rag,brooklyn__55__crop_001,brooklyn,MIGHTY QUINNS,amenity=restaurant,MIGHTY QUINN'S,amenity=restaurant,5,0
gemma3:12b,rag,brooklyn__57__crop_001,brooklyn,CAROUSEL BEVERAGES,amenity=bar,Carousel,amenity=bar,5,0
gemma3:12b,rag,brooklyn__57__crop_003,brooklyn,Powerplay,leisure=fitness_centre,Powerplay,leisure=fitness_centre,5,0
gemma3:12b,rag,brooklyn__58__crop_001,brooklyn,Powerplay,leisure=fitness_centre,Powerplay,leisure=fitness_centre,5,0
gemma3:12b,rag,brooklyn__59__crop_001,brooklyn,NEW MILLENNIUM MOTORS INC,shop=car_repair,"NEW MILLENNIUM MOTORS, INC.",shop=car_repair,5,0
gemma3:12b,rag,brooklyn__5__crop_001,brooklyn,ROYAL BAKERY ROTI,shop=bakery,Royal,shop=bakery,5,1
gemma3:12b,rag,brooklyn__5__crop_002,brooklyn,Nostrand Gold Dealers,shop=jewelry,Nostrand Gold Dealer,shop=jewelry,5,0
gemma3:12b,rag,brooklyn__60__crop_001,brooklyn,Powerplay,leisure=fitness_centre,Powerplay,leisure=fitness_centre,5,0
gemma3:12b,rag,brooklyn__60__crop_004,brooklyn,RISE DEVELOPMENT,office=estate_agent,RISE,office=company,5,0
gemma3:12b,rag,brooklyn__61__crop_001,brooklyn,DONATO,office=company,PLUMDINGCSOMMERCIAL,shop=convenience,5,0
gemma3:12b,rag,brooklyn__61__crop_002,brooklyn,DONATO INC,office=company,DONATO INC.,shop=hardware,5,0
gemma3:12b,rag,brooklyn__62__crop_001,brooklyn,DRUG STORE,amenity=pharmacy,Franklin & Carroll,amenity=pharmacy,5,0
gemma3:12b,rag,brooklyn__63__crop_001,brooklyn,FOOD CENTER,amenity=restaurant,BrothersFOOD CENTER,shop=convenience,5,0
gemma3:12b,rag,brooklyn__63__crop_002,brooklyn,GRANDMA LAUNDRY CORNER INC,shop=laundry,GRANDMA / LAUNDRY CORNER INC.,shop=laundry,5,0
gemma3:12b,rag,brooklyn__64__crop_001,brooklyn,BEAUTY SALON,shop=hairdresser,BEAUTY SALON,shop=beauty,5,1
gemma3:12b,rag,brooklyn__65__crop_001,brooklyn,HARDEE,amenity=fast_food,New Hardee,amenity=fast_food,5,0
gemma3:12b,rag,brooklyn__66__crop_001,brooklyn,DELI,shop=convenience,DELI,shop=convenience,5,0
gemma3:12b,rag,brooklyn__66__crop_002,brooklyn,MOZEB,shop=supermarket,MOZEB,shop=convenience,5,0
gemma3:12b,rag,brooklyn__68__crop_001,brooklyn,UNISEX SALON,shop=hairdresser,HaiUNISEX SALON,shop=hairdresser,5,0
gemma3:12b,rag,brooklyn__68__crop_002,brooklyn,Franklin Eyecare,amenity=clinic,Franklin Eyecare,shop=optician,5,0
gemma3:12b,rag,brooklyn__69__crop_001,brooklyn,AMY UNIQUE NAILS INC,shop=beauty,AMY UNIQUE NAILS,shop=beauty,5,0
gemma3:12b,rag,brooklyn__69__crop_002,brooklyn,SMOK SHOP,shop=smoke_shop,SHOP,shop=convenience,5,0
gemma3:12b,rag,brooklyn__69__crop_003,brooklyn,Lemon Grass,amenity=restaurant,LemonGrass,amenity=restaurant,5,1
gemma3:12b,rag,brooklyn__70__crop_001,brooklyn,JUICY KING CRAB,amenity=fast_food,JUICY KING CRAB,amenity=restaurant,5,0
gemma3:12b,rag,brooklyn__70__crop_002,brooklyn,JUICY KING CRAB,amenity=fast_food,YKING,amenity=fast_food,5,0
gemma3:12b,rag,brooklyn__71__crop_001,brooklyn,NAILS,shop=beauty,Golden7,shop=beauty,5,0
gemma3:12b,rag,brooklyn__73__crop_001,brooklyn,POPEYES,amenity=fast_food,POPeYeS,amenity=fast_food,5,1
gemma3:12b,rag,brooklyn__73__crop_002,brooklyn,SuperFoodtown,shop=supermarket,SuperFoodtown,shop=supermarket,5,0
gemma3:12b,rag,brooklyn__75__crop_001,brooklyn,NEXT LEVEL Fashions,shop=clothes,NEXT LEVEL,shop=hardware,5,1
gemma3:12b,rag,brooklyn__75__crop_002,brooklyn,Modern Nails,shop=beauty,Hodan Jaills,shop=bakery,5,1
gemma3:12b,rag,brooklyn__76__crop_001,brooklyn,Modern Nails,shop=beauty,Modern Nails,shop=beauty,5,1
gemma3:12b,rag,brooklyn__77__crop_001,brooklyn,Modern Nails,shop=beauty,Modern Nails,shop=beauty,5,1
gemma3:12b,rag,brooklyn__77__crop_002,brooklyn,Mini Market,shop=supermarket,Blessed Mini Market,shop=convenience,5,1
gemma3:12b,rag,brooklyn__78__crop_001,brooklyn,MNS 99 CENTS UP INC,shop=supermarket,"MNS 99 CENTS & UP, INC",shop=convenience,5,0
gemma3:12b,rag,brooklyn__79__crop_001,brooklyn,HAIR STUDIO,shop=hairdresser,HAIR STUDIO,shop=hairdresser,5,0
gemma3:12b,rag,brooklyn__80__crop_001,brooklyn,FULTON,amenity=bar,FULTON,amenity=bar,5,0
gemma3:12b,rag,brooklyn__80__crop_002,brooklyn,Soldier Restaurant Inc,amenity=restaurant,Soldier Restaurant,amenity=restaurant,5,0
gemma3:12b,rag,brooklyn__80__crop_003,brooklyn,HAIR STUDIO,shop=hairdresser,HAIR STUDIO,shop=hairdresser,5,0
gemma3:12b,rag,brooklyn__81__crop_001,brooklyn,BEAUTY SUPPLY,shop=beauty,Oumou's,shop=beauty,5,0
gemma3:12b,rag,brooklyn__83__crop_001,brooklyn,FULTON,amenity=bar,WHISKEYS,amenity=bar,5,0
gemma3:12b,rag,brooklyn__83__crop_002,brooklyn,A GUSTO,amenity=restaurant,HAT BISTRO,amenity=restaurant,5,1
gemma3:12b,rag,brooklyn__85__crop_002,brooklyn,LAUNDROMAT,shop=laundry,BE / LAUNDROMAT,shop=laundry,5,1
gemma3:12b,rag,brooklyn__86__crop_002,brooklyn,Dominos,amenity=fast_food,Domino's,amenity=fast_food,5,1
gemma3:12b,rag,brooklyn__87__crop_001,brooklyn,DOG DAYCARE,amenity=veterinary,DOG DAYCARE,shop=pet,5,0
gemma3:12b,rag,brooklyn__88__crop_001,brooklyn,Blooming Brows,shop=beauty,Blooming Brows,shop=beauty,5,0
gemma3:12b,rag,brooklyn__89__crop_001,brooklyn,Dreamer Nails,shop=beauty,Dreamer Nails,shop=beauty,5,0
gemma3:12b,rag,brooklyn__8__crop_001,brooklyn,NAILS,shop=beauty,Oachid Salon,shop=hairdresser,5,0
gemma3:12b,rag,brooklyn__90__crop_001,brooklyn,AR POSTAL MULTISERVICES,amenity=post_office,AR POSTAL & MULTISERVICES,amenity=post_office,5,0
gemma3:12b,rag,brooklyn__91__crop_001,brooklyn,SOGHO HAIR Salon BRAIDING,shop=hairdresser,Sogho Express African,shop=hairdresser,5,0
gemma3:12b,rag,brooklyn__92__crop_002,brooklyn,NAIL,shop=beauty,NA,amenity=restaurant,5,0
gemma3:12b,rag,brooklyn__93__crop_001,brooklyn,BRAIDING STYLING,shop=hairdresser,AMINATA,shop=hairdresser,5,0
gemma3:12b,rag,brooklyn__94__crop_001,brooklyn,RICKY S,amenity=restaurant,RICKY'S,amenity=restaurant,5,0
gemma3:12b,rag,brooklyn__94__crop_002,brooklyn,NEW PEOPLES RESTAURANT,amenity=restaurant,NEW PEOPLE'S RESTAURANT,amenity=restaurant,5,0
gemma3:12b,rag,brooklyn__94__crop_003,brooklyn,HARDWARE,shop=hardware,FULTON HOME CENTER,shop=hardware,5,0
gemma3:12b,rag,brooklyn__95__crop_001,brooklyn,NEW PEOPLES RESTAURANT,amenity=restaurant,NEW PEOPLE'S RESTAURANT,amenity=restaurant,5,0
gemma3:12b,rag,brooklyn__95__crop_002,brooklyn,HARDWARE,shop=hardware,WE CUT KEYS,shop=hardware,5,0
gemma3:12b,rag,brooklyn__96__crop_001,brooklyn,Rockaway GOURMET DELI GRILL,shop=convenience,Rockaway GOURMET DEL & GRILL,amenity=restaurant,5,0
gemma3:12b,rag,brooklyn__97__crop_001,brooklyn,BEAUTY SUPPLY INC,shop=beauty,K&M,shop=beauty,5,0
gemma3:12b,rag,brooklyn__97__crop_002,brooklyn,NAILS Inc,shop=beauty,New Pro,shop=beauty,5,0
gemma3:12b,rag,brooklyn__97__crop_003,brooklyn,Rockaway GOURMET DELI GRILL,shop=convenience,GOURMET DELI & GRILL,shop=convenience,5,0
gemma3:12b,rag,brooklyn__98__crop_001,brooklyn,BARGAINLAND,shop=supermarket,BARGAINLAND,shop=supermarket,5,1
gemma3:12b,rag,brooklyn__98__crop_002,brooklyn,BEAUTY SUPPLY INC,shop=beauty,K&M,shop=beauty,5,0
gemma3:12b,rag,brooklyn__98__crop_003,brooklyn,NAILS Inc,shop=beauty,New Pro,shop=beauty,5,0
gemma3:12b,rag,brooklyn__99__crop_002,brooklyn,eyes nyc,shop=optician,eyes.nyc,shop=optician,5,1
gemma3:12b,rag,brooklyn__9__crop_001,brooklyn,JOHN GARDEN,amenity=restaurant,JUHN GARDEN,amenity=restaurant,5,1
gemma3:12b,rag,gangnam__100__crop_001,gangnam,Chicken,amenity=fast_food,비비큐치킨,amenity=fast_food,5,0
gemma3:12b,rag,gangnam__10__crop_001,gangnam,HOTEL,tourism=hotel,HOTEL,tourism=hotel,5,0
gemma3:12b,rag,gangnam__10__crop_002,gangnam,Saboten,amenity=restaurant,THE ORIGINAL SHINJUKU DON IOU,amenity=restaurant,5,0
gemma3:12b,rag,gangnam__11__crop_001,gangnam,LOTTERIA,amenity=fast_food,롯데리아,amenity=fast_food,5,1
gemma3:12b,rag,gangnam__11__crop_002,gangnam,짚동가리쌩주,amenity=bar,Korean Pub,amenity=bar,5,0
gemma3:12b,rag,gangnam__12__crop_001,gangnam,럭셔리브라더스,office=company,럭셔리브라더스,office=company,5,0
gemma3:12b,rag,gangnam__12__crop_002,gangnam,신오약국,amenity=pharmacy,신오,office=company,5,0
gemma3:12b,rag,gangnam__13__crop_001,gangnam,The Coffee Bean,amenity=cafe,The Coffee Bean,amenity=cafe,5,0
gemma3:12b,rag,gangnam__17__crop_001,gangnam,MLB,shop=clothes,MLB,unknown,5,0
gemma3:12b,rag,gangnam__17__crop_002,gangnam,espoir,shop=beauty,espoir,shop=beauty,5,0
gemma3:12b,rag,gangnam__18__crop_001,gangnam,MLB,shop=clothes,B,amenity=bar,0,0
gemma3:12b,rag,gangnam__18__crop_002,gangnam,우리은행 강남역지점,amenity=bank,우리은행,amenity=bank,5,0
gemma3:12b,rag,gangnam__19__crop_001,gangnam,파파스레시피 2F,amenity=restaurant,쭈꾸미불고기전문,amenity=restaurant,5,0
gemma3:12b,rag,gangnam__1__crop_001,gangnam,milk,amenity=karaoke_box,MILK MUSIC TOWN,amenity=cafe,5,0
gemma3:12b,rag,gangnam__20__crop_001,gangnam,THE PLACE ITALIAN URBAN BISTRO,amenity=restaurant,THE PLACE ITALIAN URBAN BISTRO,amenity=restaurant,5,0
gemma3:12b,rag,gangnam__21__crop_001,gangnam,baskin BR robbins,amenity=ice_cream,baskiN BR robbiNs,amenity=ice_cream,5,0
gemma3:12b,rag,gangnam__22__crop_001,gangnam,혜화 돌쇠 아저씨,amenity=restaurant,혜화 돌쇠,amenity=restaurant,5,0
gemma3:12b,rag,gangnam__23__crop_001,gangnam,문교동낙지,amenity=restaurant,문교동낙지,amenity=restaurant,5,0
gemma3:12b,rag,gangnam__24__crop_001,gangnam,SUBWAY,amenity=fast_food,SUBWAY,amenity=fast_food,5,1
gemma3:12b,rag,gangnam__25__crop_001,gangnam,GOLD,,GOLD,shop=clothes,5,0
gemma3:12b,rag,gangnam__27__crop_001,gangnam,CU,shop=convenience,CU,shop=convenience,5,1
gemma3:12b,rag,gangnam__28__crop_001,gangnam,THE CAFE 8 6 8,amenity=cafe,THE CAFE,amenity=cafe,5,0
gemma3:12b,rag,gangnam__29__crop_001,gangnam,라이브 유흥주점,amenity=bar,오페라,amenity=bar,5,0
gemma3:12b,rag,gangnam__2__crop_001,gangnam,HERRY S COFFEE,amenity=cafe,HERRY'S COFFEE,amenity=cafe,5,0
gemma3:12b,rag,gangnam__30__crop_001,gangnam,Emoi,amenity=restaurant,Emoi,amenity=restaurant,5,1
gemma3:12b,rag,gangnam__31__crop_001,gangnam,정통중국요리,amenity=restaurant,최정통주국요리,amenity=restaurant,5,0
gemma3:12b,rag,gangnam__32__crop_001,gangnam,IZAKAYA TAN,amenity=bar,IZAKAYA TAN,amenity=restaurant,5,0
gemma3:12b,rag,gangnam__33__crop_001,gangnam,DUNKIN,shop=bakery,DUNKIN DONUTS,amenity=fast_food,5,1
gemma3:12b,rag,gangnam__34__crop_001,gangnam,MINI STOP,shop=convenience,미니스톱,shop=convenience,5,0
gemma3:12b,rag,gangnam__35__crop_001,gangnam,olleh O,shop=mobile_phone,Glleh,shop=mobile_phone,5,0
gemma3:12b,rag,gangnam__35__crop_002,gangnam,효성해링턴타워,office=building,더 퍼스트,amenity=bar,5,0
gemma3:12b,rag,gangnam__35__crop_004,gangnam,olleh O,shop=mobile_phone,스학포예스 강남역점,shop=mobile_phone,5,0
gemma3:12b,rag,gangnam__35__crop_006,gangnam,효성해링턴타워,office=building,더 퍼스트,amenity=bar,5,0
gemma3:12b,rag,gangnam__37__crop_001,gangnam,eye scream,shop=optician,아이스크림,amenity=ice_cream,5,0
gemma3:12b,rag,gangnam__38__crop_001,gangnam,CANDLE SOAP,amenity=cafe,CANDLEASOAP,shop=beauty,5,0
gemma3:12b,rag,gangnam__39__crop_001,gangnam,쭈꾸미불낙,amenity=restaurant,쭈꾸미불낙,amenity=restaurant,5,0
gemma3:12b,rag,gangnam__3__crop_001,gangnam,Yomenya Goemon Japanese Spaghetti,amenity=restaurant,Yomenya Goemon,amenity=restaurant,5,0
gemma3:12b,rag,gangnam__40__crop_001,gangnam,로빈힐,amenity=bar,로빈,office=company,5,0
gemma3:12b,rag,gangnam__41__crop_001,gangnam,모닝글로리,shop=stationery,모닝클로리,shop=stationery,5,1
gemma3:12b,rag,gangnam__42__crop_001,gangnam,흑마늘족발 보쌈 순대국,amenity=restaurant,다당흑마늘족발 보쌈 순대국,amenity=restaurant,5,0
gemma3:12b,rag,gangnam__43__crop_001,gangnam,7 ELEVEN,shop=convenience,ELEVEN,shop=convenience,5,1
gemma3:12b,rag,gangnam__44__crop_001,gangnam,7 ELEVEN,shop=convenience,ELETE,shop=clothes,5,1
gemma3:12b,rag,gangnam__44__crop_002,gangnam,영 동 껍데기,amenity=restaurant,동보,amenity=restaurant,5,1
gemma3:12b,rag,gangnam__45__crop_001,gangnam,영동 껍데기 소금구이,amenity=restaurant,영동,amenity=restaurant,5,0
gemma3:12b,rag,gangnam__46__crop_001,gangnam,통돼지찌개집,amenity=restaurant,통돼지김치찌개,amenity=restaurant,5,0
gemma3:12b,rag,gangnam__47__crop_001,gangnam,나주,amenity=restaurant,숙성한우와 나주곰탕,amenity=restaurant,5,0
gemma3:12b,rag,gangnam__48__crop_001,gangnam,FOOD,amenity=restaurant,김밥천국,amenity=restaurant,5,0
gemma3:12b,rag,gangnam__49__crop_001,gangnam,PARIS BAGUETTE,shop=bakery,파리바게뜨,shop=bakery,5,1
gemma3:12b,rag,gangnam__4__crop_001,gangnam,CASA JOVEN,amenity=bar,CASA JOVEN,amenity=bar,5,0
gemma3:12b,rag,gangnam__50__crop_001,gangnam,coffeesmith,amenity=cafe,커피스미스,amenity=cafe,5,0
gemma3:12b,rag,gangnam__51__crop_001,gangnam,GS25,shop=convenience,FriendyFrend,amenity=restaurant,5,1
gemma3:12b,rag,gangnam__52__crop_001,gangnam,MizMedi Hospital,amenity=clinic,미즈메디 병원,amenity=clinic,5,0
gemma3:12b,rag,gangnam__54__crop_001,gangnam,EM 학원,amenity=school,ZEM,amenity=school,5,0
gemma3:12b,rag,gangnam__54__crop_002,gangnam,ZUM 줌,leisure=fitness_centre,필라테스,leisure=fitness_centre,5,0
gemma3:12b,rag,gangnam__55__crop_001,gangnam,대성,office=estate_agent,대성,office=company,5,1
gemma3:12b,rag,gangnam__55__crop_002,gangnam,ROYAL KITCHEN,amenity=restaurant,로얄키친,amenity=restaurant,5,0
gemma3:12b,rag,gangnam__55__crop_003,gangnam,로얄키친,amenity=restaurant,로얄키친,amenity=restaurant,5,0
gemma3:12b,rag,gangnam__56__crop_002,gangnam,믿음부동산,office=estate_agent,믿음부동산,office=estate_agent,5,0
gemma3:12b,rag,gangnam__57__crop_001,gangnam,삼성서점,shop=books,삼성서점,shop=books,5,0
gemma3:12b,rag,gangnam__57__crop_002,gangnam,솔로몬 공인중개사사무소,office=estate_agent,솔로론 공인중개 사무소,office=estate_agent,5,1
gemma3:12b,rag,gangnam__58__crop_001,gangnam,VIP 노래방,amenity=karaoke_box,VIP노래방,amenity=karaoke_box,5,0
gemma3:12b,rag,gangnam__58__crop_002,gangnam,정관장,shop=health_food,정관장흥삼,shop=health_food,5,1
gemma3:12b,rag,gangnam__59__crop_001,gangnam,메디팜 나리약국,amenity=pharmacy,메디팜나리약국,amenity=pharmacy,5,1
gemma3:12b,rag,gangnam__59__crop_002,gangnam,VIP 노래방,amenity=karaoke_box,VIP 노래방,amenity=karaoke_box,5,0
gemma3:12b,rag,gangnam__59__crop_003,gangnam,정관장,shop=health_food,정관장,shop=health_food,5,1
gemma3:12b,rag,gangnam__5__crop_001,gangnam,MOS BURGER,amenity=fast_food,MOS BURGER,amenity=fast_food,5,0
gemma3:12b,rag,gangnam__5__crop_003,gangnam,부대찌개,amenity=restaurant,놀부,amenity=restaurant,5,0
gemma3:12b,rag,gangnam__60__crop_001,gangnam,이수정국어 논술,amenity=school,이수정 국어논술,amenity=school,5,0
gemma3:12b,rag,gangnam__61__crop_001,gangnam,PAIK S COFFEE,amenity=cafe,PAIK'S COFFEE,amenity=cafe,5,1
gemma3:12b,rag,gangnam__61__crop_002,gangnam,MINI STOP,shop=convenience,MINI STOP,shop=convenience,5,0
gemma3:12b,rag,gangnam__62__crop_001,gangnam,MINISTOP,shop=convenience,미니스톱,shop=convenience,5,0
gemma3:12b,rag,gangnam__62__crop_002,gangnam,MINISTOP,shop=convenience,HINI SO,amenity=restaurant,5,0
