det_crop,photo,gt_index,iou,conf,status
brooklyn__25__crop_004,brooklyn__25,,0.0,0.5555,FP
brooklyn__26__crop_001,brooklyn__26,1,0.9476,0.9986,TP
,brooklyn__26,2,0.0,,FN
brooklyn__27__crop_001,brooklyn__27,2,0.8137,0.9817,TP
brooklyn__27__crop_002,brooklyn__27,1,0.8995,0.8841,TP
brooklyn__27__crop_003,brooklyn__27,,0.0,0.5959,FP
brooklyn__28__crop_001,brooklyn__28,1,0.7234,0.9902,TP
brooklyn__28__crop_002,brooklyn__28,,0.0,0.7918,FP
brooklyn__29__crop_001,brooklyn__29,1,0.8647,0.9944,TP
brooklyn__3__crop_001,brooklyn__3,1,0.8498,0.9989,TP
brooklyn__30__crop_001,brooklyn__30,3,0.7525,0.9966,TP
brooklyn__30__crop_002,brooklyn__30,1,0.9406,0.9881,TP
brooklyn__30__crop_003,brooklyn__30,,0.0,0.7442,FP
brooklyn__30__crop_004,brooklyn__30,,0.0,0.678,FP
brooklyn__30__crop_005,brooklyn__30,2,0.8342,0.4142,TP
brooklyn__31__crop_001,brooklyn__31,2,0.9011,0.989,TP
brooklyn__31__crop_002,brooklyn__31,1,0.9313,0.853,TP
brooklyn__31__crop_003,brooklyn__31,,0.0,0.6008,FP
brooklyn__31__crop_004,brooklyn__31,,0.0,0.4305,FP
brooklyn__32__crop_001,brooklyn__32,2,0.9233,0.9969,TP
brooklyn__32__crop_002,brooklyn__32,3,0.9221,0.9964,TP
brooklyn__32__crop_003,brooklyn__32,1,0.9139,0.9918,TP
brooklyn__32__crop_004,brooklyn__32,,0.0,0.8923,FP
brooklyn__32__crop_005,brooklyn__32,,0.0,0.2726,FP
brooklyn__33__crop_001,brooklyn__33,1,0.9292,0.9982,TP
brooklyn__34__crop_001,brooklyn__34,1,0.8257,0.9921,TP
brooklyn__34__crop_002,brooklyn__34,2,0.7999,0.9787,TP
brooklyn__35__crop_001,brooklyn__35,1,0.7446,0.9831,TP
brooklyn__35__crop_002,brooklyn__35,,0.0,0.6625,FP
brooklyn__35__crop_003,brooklyn__35,,0.0,0.3211,FP
brooklyn__36__crop_001,brooklyn__36,2,0.8781,0.9989,TP
brooklyn__36__crop_002,brooklyn__36,1,0.8595,0.9924,TP
brooklyn__37__crop_001,brooklyn__37,1,0.8525,0.9985,TP
brooklyn__37__crop_002,brooklyn__37,2,0.6713,0.9938,TP
brooklyn__39__crop_001,brooklyn__39,,0.0714,0.995,FP
brooklyn__39__crop_002,brooklyn__39,,0.0,0.4275,FP
,brooklyn__39,1,0.0,,FN
,brooklyn__39,2,0.0,,FN
brooklyn__4__crop_001,brooklyn__4,1,0.8611,0.9916,TP
brooklyn__4__crop_002,brooklyn__4,,0.0,0.5079,FP
brooklyn__4__crop_003,brooklyn__4,,0.0,0.466,FP
brooklyn__40__crop_001,brooklyn__40,,0.0009,0.976,FP
brooklyn__40__crop_002,brooklyn__40,1,0.8616,0.9398,TP
brooklyn__40__crop_003,brooklyn__40,,0.0,0.4456,FP
brooklyn__41__crop_001,brooklyn__41,1,0.8913,0.9972,TP
brooklyn__42__crop_001,brooklyn__42,1,0.9385,0.9905,TP
brooklyn__43__crop_001,brooklyn__43,1,0.9502,0.9549,TP
brooklyn__43__crop_002,brooklyn__43,,0.0,0.7998,FP
brooklyn__44__crop_001,brooklyn__44,,0.459,0.9902,FP
,brooklyn__44,1,0.0,,FN
brooklyn__45__crop_001,brooklyn__45,1,0.869,0.9986,TP
brooklyn__45__crop_002,brooklyn__45,2,0.917,0.9922,TP
brooklyn__46__crop_001,brooklyn__46,1,0.5905,0.9935,TP
brooklyn__46__crop_002,brooklyn__46,,0.0,0.5088,FP
brooklyn__47__crop_001,brooklyn__47,1,0.903,0.9768,TP
brooklyn__47__crop_002,brooklyn__47,2,0.5627,0.9013,TP
brooklyn__47__crop_003,brooklyn__47,,0.0,0.3696,FP
brooklyn__47__crop_004,brooklyn__47,,0.0,0.282,FP
brooklyn__48__crop_001,brooklyn__48,1,0.8695,0.9987,TP
brooklyn__48__crop_002,brooklyn__48,2,0.935,0.9987,TP
brooklyn__48__crop_003,brooklyn__48,,0.0,0.8401,FP
brooklyn__49__crop_001,brooklyn__49,2,0.7896,0.9971,TP
brooklyn__49__crop_002,brooklyn__49,1,0.9447,0.9949,TP
brooklyn__5__crop_001,brooklyn__5,2,0.9162,0.9991,TP
brooklyn__5__crop_002,brooklyn__5,1,0.9451,0.9988,TP
brooklyn__50__crop_001,brooklyn__50,1,0.7097,0.9878,TP
brooklyn__50__crop_002,brooklyn__50,,0.0,0.7745,FP
brooklyn__50__crop_003,brooklyn__50,,0.0,0.3131,FP
brooklyn__51__crop_001,brooklyn__51,1,0.9354,0.9977,TP
brooklyn__52__crop_001,brooklyn__52,1,0.938,0.9992,TP
brooklyn__52__crop_002,brooklyn__52,,0.0,0.4665,FP
brooklyn__53__crop_001,brooklyn__53,1,0.8618,0.4539,TP
brooklyn__54__crop_001,brooklyn__54,1,0.8761,0.9906,TP
brooklyn__54__crop_002,brooklyn__54,2,0.8998,0.9321,TP
brooklyn__54__crop_003,brooklyn__54,,0.0,0.9164,FP
brooklyn__55__crop_001,brooklyn__55,1,0.8271,0.9894,TP
brooklyn__55__crop_002,brooklyn__55,,0.0,0.258,FP
brooklyn__56__crop_001,brooklyn__56,1,0.915,0.9884,TP
brooklyn__56__crop_002,brooklyn__56,,0.0,0.4663,FP
brooklyn__57__crop_001,brooklyn__57,1,0.8605,0.9965,TP
brooklyn__57__crop_002,brooklyn__57,2,0.8733,0.9919,TP
brooklyn__57__crop_003,brooklyn__57,3,0.6028,0.9445,TP
brooklyn__57__crop_004,brooklyn__57,,0.0,0.3566,FP
brooklyn__58__crop_001,brooklyn__58,1,0.8448,0.9977,TP
brooklyn__58__crop_002,brooklyn__58,,0.0,0.4825,FP
brooklyn__59__crop_001,brooklyn__59,1,0.7675,0.965,TP
brooklyn__59__crop_002,brooklyn__59,,0.0,0.6309,FP
brooklyn__59__crop_003,brooklyn__59,,0.0,0.4905,FP
brooklyn__6__crop_001,brooklyn__6,1,0.8259,0.9949,TP
brooklyn__6__crop_002,brooklyn__6,,0.0,0.3698,FP
brooklyn__60__crop_001,brooklyn__60,1,0.9434,0.9967,TP
brooklyn__60__crop_002,brooklyn__60,2,0.8254,0.9926,TP
brooklyn__60__crop_003,brooklyn__60,,0.0,0.826,FP
brooklyn__60__crop_004,brooklyn__60,3,0.7902,0.2689,TP
,brooklyn__60,4,0.0,,FN
brooklyn__61__crop_001,brooklyn__61,,0.1916,0.9237,FP
brooklyn__61__crop_002,brooklyn__61,,0.387,0.7385,FP
brooklyn__61__crop_003,brooklyn__61,2,0.8657,0.5951,TP
,brooklyn__61,1,0.0,,FN
brooklyn__62__crop_001,brooklyn__62,1,0.896,0.999,TP
brooklyn__62__crop_002,brooklyn__62,,0.0,0.9955,FP
,brooklyn__62,2,0.0,,FN
brooklyn__63__crop_001,brooklyn__63,2,0.8168,0.9942,TP
brooklyn__63__crop_002,brooklyn__63,1,0.836,0.9941,TP
brooklyn__64__crop_001,brooklyn__64,1,0.7925,0.9563,TP
brooklyn__64__crop_002,brooklyn__64,,0.0,0.885,FP
brooklyn__65__crop_001,brooklyn__65,1,0.8438,0.9991,TP
brooklyn__66__crop_001,brooklyn__66,1,0.9431,0.996,TP
brooklyn__66__crop_002,brooklyn__66,2,0.9832,0.976,TP
brooklyn__66__crop_003,brooklyn__66,,0.0,0.2917,FP
brooklyn__67__crop_001,brooklyn__67,1,0.836,0.998,TP
brooklyn__67__crop_002,brooklyn__67,,0.0,0.9715,FP
brooklyn__68__crop_001,brooklyn__68,2,0.9125,0.9943,TP
brooklyn__68__crop_002,brooklyn__68,1,0.754,0.9897,TP
brooklyn__68__crop_003,brooklyn__68,,0.0,0.568,FP
brooklyn__69__crop_001,brooklyn__69,3,0.774,0.9975,TP
brooklyn__69__crop_002,brooklyn__69,1,0.8425,0.992,TP
brooklyn__69__crop_003,brooklyn__69,2,0.8182,0.9446,TP
brooklyn__69__crop_004,brooklyn__69,,0.0,0.6512,FP
brooklyn__7__crop_001,brooklyn__7,1,0.8171,0.9867,TP
brooklyn__7__crop_002,brooklyn__7,,0.0,0.9443,FP
brooklyn__7__crop_003,brooklyn__7,,0.0,0.8409,FP
brooklyn__7__crop_004,brooklyn__7,,0.0,0.3489,FP
brooklyn__70__crop_001,brooklyn__70,1,0.8118,0.9984,TP
brooklyn__70__crop_002,brooklyn__70,2,0.8778,0.9943,TP
brooklyn__71__crop_001,brooklyn__71,1,0.8803,0.9979,TP
brooklyn__71__crop_002,brooklyn__71,,0.0,0.9698,FP
brooklyn__72__crop_001,brooklyn__72,1,0.5487,0.9977,TP
brooklyn__72__crop_002,brooklyn__72,,0.0,0.9948,FP
brooklyn__72__crop_003,brooklyn__72,,0.0,0.5331,FP
brooklyn__73__crop_001,brooklyn__73,1,0.8455,0.9885,TP
brooklyn__73__crop_002,brooklyn__73,2,0.8051,0.6885,TP
brooklyn__74__crop_001,brooklyn__74,1,0.913,0.9972,TP
brooklyn__74__crop_002,brooklyn__74,2,0.706,0.9876,TP
brooklyn__74__crop_003,brooklyn__74,,0.0,0.4823,FP
brooklyn__74__crop_004,brooklyn__74,,0.0,0.3829,FP
brooklyn__75__crop_001,brooklyn__75,1,0.9604,0.9956,TP
brooklyn__75__crop_002,brooklyn__75,2,0.9141,0.9826,TP
brooklyn__75__crop_003,brooklyn__75,,0.0,0.9665,FP
brooklyn__75__crop_004,brooklyn__75,,0.0,0.5367,FP
brooklyn__75__crop_005,brooklyn__75,,0.0,0.2636,FP
brooklyn__76__crop_001,brooklyn__76,,0.0,0.9982,FP
brooklyn__76__crop_002,brooklyn__76,1,0.8918,0.9969,TP
brooklyn__76__crop_003,brooklyn__76,,0.0,0.8618,FP
brooklyn__77__crop_001,brooklyn__77,2,0.9232,0.9995,TP
brooklyn__77__crop_002,brooklyn__77,1,0.8961,0.9986,TP
brooklyn__78__crop_001,brooklyn__78,1,0.8208,0.9903,TP
brooklyn__78__crop_002,brooklyn__78,,0.0,0.7665,FP
brooklyn__78__crop_003,brooklyn__78,,0.0,0.4391,FP
brooklyn__79__crop_001,brooklyn__79,1,0.8184,0.9925,TP
brooklyn__79__crop_002,brooklyn__79,2,0.8141,0.9745,TP
brooklyn__79__crop_003,brooklyn__79,,0.0,0.7141,FP
brooklyn__8__crop_001,brooklyn__8,1,0.9529,0.9991,TP
brooklyn__8__crop_002,brooklyn__8,,0.0,0.9937,FP
brooklyn__80__crop_001,brooklyn__80,1,0.9396,0.9982,TP
brooklyn__80__crop_002,brooklyn__80,2,0.8962,0.9958,TP
brooklyn__80__crop_003,brooklyn__80,3,0.7969,0.9926,TP
brooklyn__80__crop_004,brooklyn__80,,0.0,0.3247,FP
brooklyn__81__crop_001,brooklyn__81,1,0.8493,0.9966,TP
brooklyn__82__crop_001,brooklyn__82,2,0.9673,0.9986,TP
brooklyn__82__crop_002,brooklyn__82,3,0.9145,0.8251,TP
brooklyn__82__crop_003,brooklyn__82,,0.4339,0.5945,FP
,brooklyn__82,1,0.0,,FN
brooklyn__83__crop_001,brooklyn__83,2,0.8332,0.9788,TP
brooklyn__83__crop_002,brooklyn__83,1,0.8147,0.9073,TP
brooklyn__83__crop_003,brooklyn__83,,0.0,0.3981,FP
brooklyn__84__crop_001,brooklyn__84,1,0.8035,0.9554,TP
brooklyn__85__crop_001,brooklyn__85,2,0.88,0.9699,TP
brooklyn__85__crop_002,brooklyn__85,1,0.6014,0.9435,TP
brooklyn__86__crop_001,brooklyn__86,1,0.9328,0.9991,TP
brooklyn__86__crop_002,brooklyn__86,2,0.8004,0.9981,TP
brooklyn__87__crop_001,brooklyn__87,1,0.8842,0.9992,TP
brooklyn__88__crop_001,brooklyn__88,1,0.9394,0.9989,TP
brooklyn__89__crop_001,brooklyn__89,1,0.9115,0.9995,TP
brooklyn__9__crop_001,brooklyn__9,1,0.9404,0.9992,TP
brooklyn__9__crop_002,brooklyn__9,,0.0,0.4845,FP
brooklyn__90__crop_001,brooklyn__90,1,0.8852,0.9991,TP
brooklyn__90__crop_002,brooklyn__90,2,0.819,0.9977,TP
brooklyn__90__crop_003,brooklyn__90,,0.0,0.9717,FP
brooklyn__90__crop_004,brooklyn__90,,0.0,0.8947,FP
brooklyn__91__crop_001,brooklyn__91,1,0.8133,0.9971,TP
brooklyn__91__crop_002,brooklyn__91,2,0.947,0.9318,TP
brooklyn__91__crop_003,brooklyn__91,3,0.6294,0.7934,TP
brooklyn__91__crop_004,brooklyn__91,,0.0,0.5861,FP
brooklyn__91__crop_005,brooklyn__91,,0.0,0.4087,FP
brooklyn__92__crop_001,brooklyn__92,1,0.8701,0.9958,TP
brooklyn__92__crop_002,brooklyn__92,2,0.8315,0.8192,TP
brooklyn__92__crop_003,brooklyn__92,,0.0,0.2739,FP
brooklyn__93__crop_001,brooklyn__93,,0.0,0.9986,FP
brooklyn__93__crop_002,brooklyn__93,1,0.8668,0.9969,TP
brooklyn__94__crop_001,brooklyn__94,2,0.7583,0.9991,TP
brooklyn__94__crop_002,brooklyn__94,1,0.8432,0.9989,TP
brooklyn__94__crop_003,brooklyn__94,3,0.8679,0.9952,TP
brooklyn__94__crop_004,brooklyn__94,,0.0,0.956,FP
brooklyn__94__crop_005,brooklyn__94,,0.0,0.64,FP
brooklyn__95__crop_001,brooklyn__95,1,0.9606,0.9994,TP
brooklyn__95__crop_002,brooklyn__95,2,0.8733,0.9696,TP
brooklyn__95__crop_003,brooklyn__95,,0.0,0.9093,FP
brooklyn__95__crop_004,brooklyn__95,,0.0,0.5396,FP
brooklyn__95__crop_005,brooklyn__95,,0.0,0.5009,FP
brooklyn__96__crop_001,brooklyn__96,1,0.5282,0.996,TP
brooklyn__96__crop_002,brooklyn__96,,0.0,0.9746,FP
brooklyn__96__crop_003,brooklyn__96,,0.0,0.2686,FP
brooklyn__97__crop_001,brooklyn__97,1,0.9442,0.9989,TP
brooklyn__97__crop_002,brooklyn__97,2,0.8505,0.9976,TP
brooklyn__97__crop_003,brooklyn__97,3,0.7589,0.9952,TP
brooklyn__98__crop_001,brooklyn__98,1,0.8115,0.9976,TP
brooklyn__98__crop_002,brooklyn__98,3,0.9119,0.9974,TP
brooklyn__98__crop_003,brooklyn__98,2,0.8816,0.9953,TP
brooklyn__98__crop_004,brooklyn__98,,0.0,0.7379,FP
brooklyn__98__crop_005,brooklyn__98,,0.0,0.3406,FP
brooklyn__99__crop_001,brooklyn__99,1,0.844,0.9947,TP
brooklyn__99__crop_002,brooklyn__99,2,0.7992,0.9121,TP
brooklyn__99__crop_003,brooklyn__99,,0.0,0.7652,FP
