model,mode,image_name,region,gt_name,gt_tag,pred_name,pred_tag,rag_hits,in_db
gemma3:12b,vlmrag,brooklyn__98__crop_001,brooklyn,BARGAINLAND,shop=supermarket,BARGAINLAND DEPARTMENT STORES,shop=supermarket,5,1
gemma3:12b,vlmrag,brooklyn__98__crop_002,brooklyn,BEAUTY SUPPLY INC,shop=beauty,K&M BEAUTY SUPPLY INC.,shop=beauty,5,0
gemma3:12b,vlmrag,brooklyn__98__crop_003,brooklyn,NAILS Inc,shop=beauty,New Pro Nails Inc.,shop=beauty,5,0
gemma3:12b,vlmrag,brooklyn__99__crop_002,brooklyn,eyes nyc,shop=optician,eyes.nyc,shop=optician,5,1
gemma3:12b,vlmrag,brooklyn__9__crop_001,brooklyn,JOHN GARDEN,amenity=restaurant,JOHN GARDEN,amenity=restaurant,5,1
gemma3:12b,vlmrag,gangnam__100__crop_001,gangnam,Chicken,amenity=fast_food,BBQ Chicken,amenity=fast_food,5,0
gemma3:12b,vlmrag,gangnam__10__crop_001,gangnam,HOTEL,tourism=hotel,HOTEL,tourism=hotel,5,0
gemma3:12b,vlmrag,gangnam__10__crop_002,gangnam,Saboten,amenity=restaurant,Saboten,amenity=restaurant,5,0
gemma3:12b,vlmrag,gangnam__11__crop_001,gangnam,LOTTERIA,amenity=fast_food,롯데리아,amenity=fast_food,5,1
gemma3:12b,vlmrag,gangnam__11__crop_002,gangnam,짚동가리쌩주,amenity=bar,짚생여기,amenity=bar,5,0
gemma3:12b,vlmrag,gangnam__12__crop_001,gangnam,럭셔리브라더스,office=company,럭셔리브라더스,office=company,5,0
gemma3:12b,vlmrag,gangnam__12__crop_002,gangnam,신오약국,amenity=pharmacy,신오국,office=company,5,0
gemma3:12b,vlmrag,gangnam__13__crop_001,gangnam,The Coffee Bean,amenity=cafe,The Coffee Bean,amenity=cafe,5,0
gemma3:12b,vlmrag,gangnam__17__crop_001,gangnam,MLB,shop=clothes,MLB,shop=clothes,5,0
gemma3:12b,vlmrag,gangnam__17__crop_002,gangnam,espoir,shop=beauty,espoir,office=company,5,0
gemma3:12b,vlmrag,gangnam__18__crop_001,gangnam,MLB,shop=clothes,MLB,office=company,0,0
gemma3:12b,vlmrag,gangnam__18__crop_002,gangnam,우리은행 강남역지점,amenity=bank,우리은행,amenity=bank,5,0
gemma3:12b,vlmrag,gangnam__19__crop_001,gangnam,파파스레시피 2F,amenity=restaurant,파파스레시피,amenity=restaurant,5,0
gemma3:12b,vlmrag,gangnam__1__crop_001,gangnam,milk,amenity=karaoke_box,milk,amenity=karaoke_box,5,0
gemma3:12b,vlmrag,gangnam__20__crop_001,gangnam,THE PLACE ITALIAN URBAN BISTRO,amenity=restaurant,THE PLACE,amenity=restaurant,5,0
gemma3:12b,vlmrag,gangnam__21__crop_001,gangnam,baskin BR robbins,amenity=ice_cream,baskinROBBINS,amenity=ice_cream,5,0
gemma3:12b,vlmrag,gangnam__22__crop_001,gangnam,혜화 돌쇠 아저씨,amenity=restaurant,튀김아저씨,amenity=restaurant,5,0
gemma3:12b,vlmrag,gangnam__23__crop_001,gangnam,문교동낙지,amenity=restaurant,본교동낙지,amenity=restaurant,5,0
gemma3:12b,vlmrag,gangnam__24__crop_001,gangnam,SUBWAY,amenity=fast_food,SUBWAY,amenity=fast_food,5,1
gemma3:12b,vlmrag,gangnam__25__crop_001,gangnam,GOLD,,GOLD,shop=clothes,5,0
gemma3:12b,vlmrag,gangnam__27__crop_001,gangnam,CU,shop=convenience,CU,shop=convenience,5,1
gemma3:12b,vlmrag,gangnam__28__crop_001,gangnam,THE CAFE 8 6 8,amenity=cafe,THE CAFE 868,amenity=cafe,5,0
gemma3:12b,vlmrag,gangnam__29__crop_001,gangnam,라이브 유흥주점,amenity=bar,오페라,shop=bakery,5,0
gemma3:12b,vlmrag,gangnam__2__crop_001,gangnam,HERRY S COFFEE,amenity=cafe,HERRY'S COFFEE,amenity=cafe,5,0
gemma3:12b,vlmrag,gangnam__30__crop_001,gangnam,Emoi,amenity=restaurant,Emoi,amenity=restaurant,5,1
gemma3:12b,vlmrag,gangnam__31__crop_001,gangnam,정통중국요리,amenity=restaurant,중동중국요리,amenity=restaurant,5,0
gemma3:12b,vlmrag,gangnam__32__crop_001,gangnam,IZAKAYA TAN,amenity=bar,IZAKAYA TAN,amenity=restaurant,5,0
gemma3:12b,vlmrag,gangnam__33__crop_001,gangnam,DUNKIN,shop=bakery,Dunkin' Donuts,amenity=fast_food,5,1
gemma3:12b,vlmrag,gangnam__34__crop_001,gangnam,MINI STOP,shop=convenience,MINISTOP,shop=convenience,5,0
gemma3:12b,vlmrag,gangnam__35__crop_001,gangnam,olleh O,shop=mobile_phone,olleh,shop=mobile_phone,5,0
gemma3:12b,vlmrag,gangnam__35__crop_002,gangnam,효성해링턴타워,office=building,효성해링턴타워,office=building,5,0
gemma3:12b,vlmrag,gangnam__35__crop_004,gangnam,olleh O,shop=mobile_phone,olleh,shop=mobile_phone,5,0
gemma3:12b,vlmrag,gangnam__35__crop_006,gangnam,효성해링턴타워,office=building,효성해링턴타워,office=building,5,0
gemma3:12b,vlmrag,gangnam__37__crop_001,gangnam,eye scream,shop=optician,eye scream,shop=optician,5,0
gemma3:12b,vlmrag,gangnam__38__crop_001,gangnam,CANDLE SOAP,amenity=cafe,CANDLE & SOAP,shop=beauty,5,0
gemma3:12b,vlmrag,gangnam__39__crop_001,gangnam,쭈꾸미불낙,amenity=restaurant,쭈꾸미앤낙지,amenity=restaurant,5,0
gemma3:12b,vlmrag,gangnam__3__crop_001,gangnam,Yomenya Goemon Japanese Spaghetti,amenity=restaurant,Yomenya Goemon Japanese Spaghetti,amenity=restaurant,5,0
gemma3:12b,vlmrag,gangnam__40__crop_001,gangnam,로빈힐,amenity=bar,로빈,amenity=bar,5,0
gemma3:12b,vlmrag,gangnam__41__crop_001,gangnam,모닝글로리,shop=stationery,모닝글로리,shop=stationery,5,1
gemma3:12b,vlmrag,gangnam__42__crop_001,gangnam,흑마늘족발 보쌈 순대국,amenity=restaurant,일흥마늘쪽팔순대국·본점·순대국,amenity=restaurant,5,0
gemma3:12b,vlmrag,gangnam__43__crop_001,gangnam,7 ELEVEN,shop=convenience,7-Eleven,shop=convenience,5,1
gemma3:12b,vlmrag,gangnam__44__crop_001,gangnam,7 ELEVEN,shop=convenience,7-Eleven,shop=convenience,5,1
gemma3:12b,vlmrag,gangnam__44__crop_002,gangnam,영 동 껍데기,amenity=restaurant,영업데기,amenity=restaurant,5,1
gemma3:12b,vlmrag,gangnam__45__crop_001,gangnam,영동 껍데기 소금구이,amenity=restaurant,업동 100% 국내산 1등굴 생굴구이,amenity=restaurant,5,0
gemma3:12b,vlmrag,gangnam__46__crop_001,gangnam,통돼지찌개집,amenity=restaurant,통돼지 두루치기 김치찌개,amenity=restaurant,5,0
gemma3:12b,vlmrag,gangnam__47__crop_001,gangnam,나주,amenity=restaurant,나주가,amenity=restaurant,5,0
gemma3:12b,vlmrag,gangnam__48__crop_001,gangnam,FOOD,amenity=restaurant,FOOD CAFE,amenity=cafe,5,0
gemma3:12b,vlmrag,gangnam__49__crop_001,gangnam,PARIS BAGUETTE,shop=bakery,PARIS BAGUETTE,shop=bakery,5,1
gemma3:12b,vlmrag,gangnam__4__crop_001,gangnam,CASA JOVEN,amenity=bar,CASA JOVEN,amenity=bar,5,0
gemma3:12b,vlmrag,gangnam__50__crop_001,gangnam,coffeesmith,amenity=cafe,coffeesmith,amenity=cafe,5,0
gemma3:12b,vlmrag,gangnam__51__crop_001,gangnam,GS25,shop=convenience,GS25,shop=convenience,5,1
gemma3:12b,vlmrag,gangnam__52__crop_001,gangnam,MizMedi Hospital,amenity=clinic,Miz Medi Hospital,amenity=clinic,5,0
gemma3:12b,vlmrag,gangnam__54__crop_001,gangnam,EM 학원,amenity=school,젬학원,amenity=school,5,0
gemma3:12b,vlmrag,gangnam__54__crop_002,gangnam,ZUM 줌,leisure=fitness_centre,필라테스 & 플라잉.요가,leisure=fitness_centre,5,0
gemma3:12b,vlmrag,gangnam__55__crop_001,gangnam,대성,office=estate_agent,대성,amenity=restaurant,5,1
gemma3:12b,vlmrag,gangnam__55__crop_002,gangnam,ROYAL KITCHEN,amenity=restaurant,로얄키친,amenity=restaurant,5,0
gemma3:12b,vlmrag,gangnam__55__crop_003,gangnam,로얄키친,amenity=restaurant,로얄키친,amenity=karaoke_box,5,0
gemma3:12b,vlmrag,gangnam__56__crop_002,gangnam,믿음부동산,office=estate_agent,민우부동산공인중개사,office=estate_agent,5,0
