region,det_crop,status,gt_crop,gt_tag,pred_name,pred_tag,ocr_text
gangnam,gangnam__52__crop_001,TP,gangnam__52__crop_001,amenity=clinic,미즈메디 병원,amenity=clinic,미즈메디 병원 / MizMedi Hospital
gangnam,gangnam__52__crop_002,FP,,,미즈메디 병원,amenity=clinic,미즈메디 병원 / MizMedi Hospital
gangnam,gangnam__53__crop_001,TP,gangnam__53__crop_001,,커피볶는집,amenity=cafe,커피볶는집 / 다치동 / 커피볶는집 / 대치동 본점 / 체인점 문의 TEL:568-6482 / rking
gangnam,gangnam__54__crop_001,TP,gangnam__54__crop_002,leisure=fitness_centre,ZU:M 줌,amenity=school,대치점 568-1977 / ZU:M 줌 / 필라테스 & / 플라잉·요가 / 0.
gangnam,gangnam__54__crop_002,TP,gangnam__54__crop_001,amenity=school,ΣEM학원,amenity=school,ΣEM학원 / 수학전문
gangnam,gangnam__54__crop_003,FP,,,ΣEM학원,amenity=school,ΣEM학원 / 수학전문
gangnam,gangnam__55__crop_001,TP,gangnam__55__crop_002,amenity=restaurant,로얄키친,amenity=restaurant,당신만을 위한 작은 부엌 / 로얄키친 / 서울 / ROYAL KITCHEN 02 566 1016
gangnam,gangnam__55__crop_002,TP,gangnam__55__crop_001,office=estate_agent,대성 대치본점,shop=hardware,Since 1985 / 대성 대치본점 555-8364 / 주실.상업공간.리모델링.유지보수
gangnam,gangnam__55__crop_003,FP,,,발원,amenity=restaurant,발원
gangnam,gangnam__55__crop_004,TP,gangnam__55__crop_003,amenity=restaurant,로얄키친,amenity=restaurant,로얄키친 / 02 566 1016
gangnam,gangnam__56__crop_001,TP,gangnam__56__crop_002,office=estate_agent,믿음부동산,office=estate_agent,부동산 법률중개사 / 공인중개사 / 믿음부동산 / 사무소 / (代)5555-686
gangnam,gangnam__56__crop_002,TP,gangnam__56__crop_001,,홍어삼합 생선구이,amenity=restaurant,홍어삼합 생선구이 / 생선조림 갈치조림 / 해남세발낙지 558-6660
gangnam,gangnam__57__crop_001,TP,gangnam__57__crop_002,office=estate_agent,솔로문 공인중개사사무소,office=estate_agent,솔로문 공인중개사사무소 / 2051-9000 / 허가번호:9250-7290
gangnam,gangnam__57__crop_002,TP,gangnam__57__crop_001,shop=books,삼성서점,shop=books,대 / 삼성서점 / 치 / 508-1441
gangnam,gangnam__58__crop_001,TP,gangnam__58__crop_001,amenity=karaoke_box,VIP 노래방,amenity=karaoke_box,VIP 노래방
gangnam,gangnam__58__crop_002,TP,gangnam__58__crop_002,shop=health_food,정관장 홍삼,shop=health_food,정관장 홍삼 / 대치본점 / www.kgc.or.kr
gangnam,gangnam__59__crop_001,TP,gangnam__59__crop_002,amenity=karaoke_box,VIP노래방,amenity=karaoke_box,VIP노래방 / VIP
gangnam,gangnam__59__crop_002,TP,gangnam__59__crop_001,amenity=pharmacy,메디팜 나리약국,amenity=pharmacy,MED+PHARMA / 메디팜 나리약국 / TEL. 565-6645
gangnam,gangnam__59__crop_003,TP,gangnam__59__crop_003,shop=health_food,정관장,shop=health_food,정관장 / www.kgc.or.kr
gangnam,gangnam__6__crop_001,TP,gangnam__6__crop_001,amenity=cafe,HERRY'S COFFEE,amenity=cafe,HERRY'S COFFEE / 1577-2307
gangnam,gangnam__60__crop_001,TP,gangnam__60__crop_001,amenity=school,이수정국어·논술,amenity=school,달 / 이수정국어·논술 / Think Different & Be the Best / 이수정국어·논술
gangnam,gangnam__61__crop_001,TP,gangnam__61__crop_002,shop=convenience,MINI STOP,shop=convenience,MINI STOP
gangnam,gangnam__61__crop_002,TP,gangnam__61__crop_001,amenity=cafe,PAIK'S COFFEE,amenity=cafe,PAIK'S COFFEE / 대치동학한가점 / 02.553.1515
gangnam,gangnam__62__crop_001,TP,gangnam__62__crop_001,shop=convenience,MINI STOP,shop=convenience,MINI STOP / 대치시내점
gangnam,gangnam__62__crop_002,FP,,,MINISTOP,shop=convenience,CGA / MINISTOP MINISTOP / 대치시내점
gangnam,gangnam__63__crop_001,TP,gangnam__63__crop_001,shop=convenience,MINI STOP,shop=convenience,MINI STOP
gangnam,gangnam__64__crop_001,TP,gangnam__64__crop_003,amenity=study_cafe,시작 스터디카페,amenity=study_cafe,시작 스터디카페 / SIZAK STUDY CAFE / T. 558.5206
gangnam,gangnam__64__crop_002,TP,gangnam__64__crop_002,shop=convenience,MINI STOP,shop=convenience,MINI STOP / 대치시내점
gangnam,gangnam__64__crop_003,TP,gangnam__64__crop_001,amenity=restaurant,SUSHI BROS,amenity=restaurant,SUSHI BROS / 초밥&돈까스전문점 / 6012-5470
gangnam,gangnam__65__crop_001,TP,gangnam__65__crop_001,amenity=cafe,빽다방,amenity=cafe,빽다방 / 빽다방 / PAIK'S COFFEE 02.553.1515
gangnam,gangnam__66__crop_001,FP,,,지도,amenity=bar,지도(제목 없음) / 지도에 대한 설명을 입력하세요.
gangnam,gangnam__66__crop_002,TP,gangnam__66__crop_001,,김家네,amenity=restaurant,김家네 / Global NO. 430 / 퓨전 종합분식점 대치점 539-1339
gangnam,gangnam__66__crop_003,TP,gangnam__66__crop_002,office=estate_agent,으뜸공인중개사,office=estate_agent,으뜸공인중개사
gangnam,gangnam__67__crop_001,TP,gangnam__67__crop_002,office=estate_agent,천재 공인중개사 사무소,office=estate_agent,천재 공인중개사 사무소 553-8889 / 대표:이상례
gangnam,gangnam__67__crop_002,TP,gangnam__67__crop_001,shop=motorcycle,한강오토바이,shop=motorcycle,한강오토바이
gangnam,gangnam__68__crop_001,FP,,,9888-3,office=company,9888-3
gangnam,gangnam__68__crop_002,TP,gangnam__68__crop_001,shop=clothes,LYNN,shop=clothes,by LYNN / designed feminine
gangnam,gangnam__69__crop_001,TP,gangnam__69__crop_001,amenity=restaurant,미래향,amenity=restaurant,미래향 / 정통중화요리
gangnam,gangnam__7__crop_001,TP,gangnam__7__crop_002,amenity=restaurant,딸부자네물백,amenity=restaurant,딸부자네물백 / PBUA BULBAK 강남역9번출구점 535-8663
gangnam,gangnam__7__crop_002,TP,gangnam__7__crop_003,shop=convenience,7-ELEVEN,shop=convenience,7-ELEVEN
gangnam,gangnam__7__crop_003,TP,gangnam__7__crop_001,amenity=restaurant,Pomato,amenity=restaurant,©2019 / Pomato / Kloud / 강남2호점 02)535-2070 / 체인본사 02)887-4285
gangnam,gangnam__7__crop_004,FP,,,Pomato,amenity=restaurant,©2019 / Pomato / Kloud / 강남2로점 02)535-2070 / 체인본사 02)887-4285
gangnam,gangnam__70__crop_001,TP,gangnam__70__crop_003,amenity=bar,민속주점,amenity=bar,민속주점 / T.564-1689
gangnam,gangnam__70__crop_002,TP,gangnam__70__crop_001,amenity=restaurant,병천순대,amenity=restaurant,전통음식 병천순대 / 일반음식점 대치1호점
gangnam,gangnam__70__crop_003,FP,,,한강,office=company,한강
gangnam,gangnam__70__crop_004,TP,gangnam__70__crop_002,amenity=restaurant,라라감자탕,amenity=restaurant,요일 / 라라감자탕 / 메뉴 / 대치점 www.rara24.com
gangnam,gangnam__71__crop_001,TP,gangnam__71__crop_002,amenity=bar,맥투창고,amenity=bar,맥투창고 / 세계맥주 할인점 B1
gangnam,gangnam__71__crop_002,TP,gangnam__71__crop_001,amenity=clinic,금초한의원,amenity=clinic,금초한의원 / B
gangnam,gangnam__71__crop_003,TP,gangnam__71__crop_003,amenity=book_cafe,박지향 Book Cafe,amenity=book_cafe,박지향 Book Cafe / 02-2135-1411 2F
gangnam,gangnam__72__crop_001,TP,gangnam__72__crop_001,shop=convenience,CU,shop=convenience,CU / CVS for YOU
gangnam,gangnam__73__crop_001,TP,gangnam__73__crop_001,shop=hairdresser,정재용헤어,shop=hairdresser,HAIR SALON / 정재용헤어 / by JUNG JAE YONG
gangnam,gangnam__73__crop_002,TP,gangnam__73__crop_002,shop=hairdresser,名家 HAIR SALON,shop=hairdresser,名家 HAIR SALON / by JUNG JAE YONG
gangnam,gangnam__74__crop_001,TP,gangnam__74__crop_001,amenity=restaurant,브리또&주먹밥,amenity=restaurant,브리또&주먹밥 / Korean Bob Time / 대치점 : 02-501-8009 가맹문의 : 031-750-0008
gangnam,gangnam__74__crop_002,TP,gangnam__74__crop_002,shop=bakery,MARIÁN,shop=clothes,MARIÁN
gangnam,gangnam__75__crop_001,TP,gangnam__75__crop_001,amenity=restaurant,함·박·웃·음,amenity=fast_food,밥 & / 함·박·웃·음 / 분식
gangnam,gangnam__76__crop_001,TP,gangnam__76__crop_001,office=estate_agent,강남공인중개사사무소,office=estate_agent,강남 공인중개사 / 강남공인중개사사무소 / 대표:조군형 사무 / www.apt2459.co.kr 등록번호:9250-5988 대표:조 / com / 557-2459 유니에셋 557-245 / 유니에셋
gangnam,gangnam__77__crop_001,TP,gangnam__77__crop_001,office=estate_agent,대치래미안,office=estate_agent,TEL 558-0123 / 대표 박은숙 / 대치래미안 / 공인중개사사무소
gangnam,gangnam__77__crop_002,TP,gangnam__77__crop_002,office=estate_agent,영광 공인중개사 사무소,office=estate_agent,영광 / 공인중개사 사무소 / 508-8249
gangnam,gangnam__77__crop_003,FP,,,중개사 사무소,office=estate_agent,중개사 사무소 / 1515
gangnam,gangnam__78__crop_001,TP,gangnam__78__crop_002,shop=furniture,리빙인테리어,office=company,리빙인테리어
gangnam,gangnam__79__crop_001,TP,gangnam__79__crop_001,shop=convenience,GS25,shop=convenience,사문간 / Friendly / FreshFriendly / GS25 / 지이스25 FunFresh / Fun / Fun 강남한떡점
gangnam,gangnam__79__crop_002,FP,,,M,shop=convenience,M
gangnam,gangnam__79__crop_003,TP,gangnam__79__crop_002,amenity=restaurant,한터역직영점,shop=hairdresser,한터역직영점 / 서리가스 / 후어삼합
gangnam,gangnam__8__crop_001,TP,gangnam__8__crop_002,shop=convenience,7-ELEVEN,shop=convenience,7-ELEVEN
gangnam,gangnam__8__crop_002,TP,gangnam__8__crop_001,,하루HARU,amenity=restaurant,하루HARU / 한입ONEBITE Mr.돈부리
gangnam,gangnam__8__crop_003,TP,gangnam__8__crop_003,shop=beauty,THE FOOT SHOP,shop=beauty,중국정통 발관리 전문점 / THE FOOT SHOP / www.thefootshop.cn 561-1688 7F
gangnam,gangnam__8__crop_004,FP,,,Saboten,amenity=restaurant,Saboten
gangnam,gangnam__8__crop_005,FP,,,하루 HARU,amenity=fast_food,하루 HARU / + / 한입 ONEBITE Mr. 돈부리 / ELEVEN / SANDWICH · SALAD · FRUIT · SOUP / WICCAK · SWEETS · COFFEE
gangnam,gangnam__80__crop_001,TP,gangnam__80__crop_001,shop=convenience,GS25,shop=convenience,Friendly Fresh Fun / GS25 / 지에스25 Fun Fun 강남안티점
gangnam,gangnam__81__crop_001,TP,gangnam__81__crop_002,amenity=restaurant,계몽돈까스,amenity=restaurant,B1 / 한터역직영점 / 새우국밥가자새우밥 / 계몽돈까스 / 홍어삼합 누두신 두루치기 짜글짜글이 도가막걸리
gangnam,gangnam__81__crop_002,FP,,,MAMM,office=company,MAMM
gangnam,gangnam__81__crop_003,TP,gangnam__81__crop_001,shop=convenience,Friendly Fresh,shop=convenience,증 / Friendly / Friendly Fresh / GS25 / Friendly Fresh Fun / 강남안티점
gangnam,gangnam__82__crop_001,TP,gangnam__82__crop_001,amenity=restaurant,김영희 동태찜&고다리내면,amenity=restaurant,이어 / 영어 / 학원 / T.2052-0582 / 해물요리 1등 브랜드 김영희 동태찜&고다리내면 / 브랜드 / 김영희 동태찜&고다리내면 / 대치직영점·T.5615007
gangnam,gangnam__83__crop_001,TP,gangnam__83__crop_001,amenity=restaurant,동태찜&고다리냉면,amenity=restaurant,t / 성민영어 / 홍성민 / 이고 / 대치직영점-T.561.5007 / 동태찜&고다리냉면 / 김영희 / 해물요리 1등 브랜드
gangnam,gangnam__84__crop_001,TP,gangnam__84__crop_001,office=company,상품권닷컴,shop=convenience,LOTTO / 상품권닷컴 / toto / 티켓코리아 T.3452-8118 상품권닷컴
gangnam,gangnam__84__crop_002,FP,,,한터,office=estate_agent,수제돈카츠·모밀전문점 / 한터
gangnam,gangnam__84__crop_003,TP,gangnam__84__crop_002,amenity=restaurant,Pasta & Dough,amenity=restaurant,Pasta & Dough
gangnam,gangnam__85__crop_001,TP,gangnam__85__crop_001,office=company,상품권닷컴,shop=convenience,LOTTO / 상품권닷컴 / toto / 티켓코리아 T.3452-8118 상품권닷컴
gangnam,gangnam__85__crop_002,TP,gangnam__85__crop_002,amenity=restaurant,Pasta & Dough,amenity=restaurant,Pasta & Dough
gangnam,gangnam__87__crop_001,TP,gangnam__87__crop_002,amenity=bar,BROZ PUB,amenity=bar,세계맥주할인점 / BROZ PUB / 비어락
gangnam,gangnam__87__crop_002,TP,gangnam__87__crop_001,shop=beauty,피부과,amenity=clinic,피부과 / MX / 엠엑스 / T.564-8222 / 3F
gangnam,gangnam__89__crop_001,TP,gangnam__89__crop_001,shop=convenience,씨유대치사인경,shop=convenience,Nice to CU / 씨유대치사인경
gangnam,gangnam__89__crop_002,FP,,,카페,amenity=cafe,
gangnam,gangnam__9__crop_001,FP,,,NAL SHINJUKU DONQISU,amenity=restaurant,boten / NAL SHINJUKU DONQISU
gangnam,gangnam__90__crop_001,TP,gangnam__90__crop_001,shop=convenience,JUV,shop=convenience,JUV / Nice to / CU
gangnam,gangnam__90__crop_002,TP,gangnam__90__crop_002,amenity=pharmacy,필리아,amenity=pharmacy,필리아 / 약국 / 연중무휴 / 02) 508 - 6116
gangnam,gangnam__91__crop_001,TP,gangnam__91__crop_001,shop=convenience,CU,shop=convenience,강 / 보험 건강 / 공단 / 약 / CU / Nice to
gangnam,gangnam__92__crop_001,TP,gangnam__92__crop_001,shop=beauty,Nail,shop=hairdresser,Google / Nail
gangnam,gangnam__96__crop_001,TP,gangnam__96__crop_001,amenity=study_cafe,비에이블,amenity=study_cafe,비에이블 / 스터디카페 24시 / 대치2센터 ☎ 010-4186-3008 | B1
gangnam,gangnam__97__crop_001,FP,,,카페,amenity=cafe,
gangnam,gangnam__97__crop_002,FP,,,카페,amenity=cafe,
gangnam,gangnam__97__crop_003,FP,,,카페,amenity=cafe,
gangnam,gangnam__98__crop_001,TP,gangnam__98__crop_001,amenity=post_office,KOREA POST,amenity=post_office,서울대치4동 / KOREA POST / 우편취급국 / 우체국보험
gangnam,gangnam__99__crop_001,TP,gangnam__99__crop_001,amenity=school,워너비,amenity=school,"WB / 워너비 / EDUCATION / 02,557,7957"
brooklyn,brooklyn__1__crop_001,TP,brooklyn__1__crop_001,amenity=restaurant,602 OFF THE GRILL,amenity=restaurant,MEDITERRANEAN CUISINE / CUISINE / FRESH / 602 OFF THE GRILL / 347-240-6628
brooklyn,brooklyn__10__crop_001,TP,brooklyn__10__crop_002,amenity=restaurant,ISLAND RIBHOUSE,amenity=restaurant,ISLAND 🔥 RIBHOUSE / 611 Nostrand Ave. / BBQ
brooklyn,brooklyn__10__crop_002,TP,brooklyn__10__crop_001,,MOD,shop=supermarket,SPACE / AVAILABLE / MOD / 718-249-3613 / MEYER / M@MODCRE.COM
brooklyn,brooklyn__100__crop_001,TP,brooklyn__100__crop_001,shop=supermarket,BARGAINLAND,shop=supermarket,BARGAINLAND / DEPARTMENT STORES / © 2024 Google / 1500 Fulton St BARGAINLAND 718-221-2240
brooklyn,brooklyn__11__crop_001,FP,,,PAY-O-MATIC,shop=convenience,Financial Services / PAY-O-MATIC Checks Cashed / Debit Card | Bills Paid | Money Orders | ATM / Debit Card
brooklyn,brooklyn__11__crop_002,TP,brooklyn__11__crop_001,,ELITE SOLUTIONS INC.,office=company,TAX / ELITE SOLUTIONS / INC. / elitetaxsolutionsinc.com / 646 Tel: 718.484.4131 Fax: 718.484.4132
brooklyn,brooklyn__12__crop_001,TP,brooklyn__12__crop_001,amenity=restaurant,ISLAND RIBHOUSE,amenity=restaurant,ISLAND RIBHOUSE / 611 Nostrand Ave. BBQ
brooklyn,brooklyn__12__crop_002,FP,,,613 FRESH DI,shop=smoke_shop,613 FRESH DI
brooklyn,brooklyn__13__crop_001,TP,brooklyn__13__crop_001,shop=supermarket,We Love You,amenity=cafe,We Love You 656
brooklyn,brooklyn__13__crop_002,TP,brooklyn__13__crop_002,leisure=fitness_centre,9ROUND,leisure=fitness_centre,9ROUND / 30 MIN KICKBOX FITNESS / LinkNYC
brooklyn,brooklyn__14__crop_001,TP,brooklyn__14__crop_001,,Rosalia's Cafe,amenity=cafe,Rosalia's Cafe
brooklyn,brooklyn__14__crop_002,TP,brooklyn__14__crop_002,shop=beauty,Hello One Nail Spa,shop=beauty,Hello One Nail Spa / Inc
brooklyn,brooklyn__15__crop_001,TP,brooklyn__15__crop_002,shop=supermarket,FOOD WINE GROCER,shop=convenience,FOOD WINE GROCER
brooklyn,brooklyn__15__crop_002,TP,brooklyn__15__crop_001,leisure=fitness_centre,9ROUND,leisure=fitness_centre,© 2024 Google / 9ROUND / 30 MIN KICKBOX FITNESS
brooklyn,brooklyn__16__crop_001,TP,brooklyn__16__crop_001,shop=car_repair,FLY WING E-BIKE REPAIR,shop=car_repair,SALES / FLY WING E-BIKE REPAIR / www.flywingny.com / VENTAS / Tel: 917-605-5570 / REPARACIONES / 662
brooklyn,brooklyn__16__crop_002,TP,brooklyn__16__crop_002,office=company,CAMBRIDGE & LEACH INC.,office=company,660 / Personal & / CAMBRIDGE & LEACH INC. / INSURANCE Commercial 718 756-4200
brooklyn,brooklyn__16__crop_003,FP,,,FLY WING E-BIKE,shop=car_repair,R / FLY WING E-BIKE / REPARACIONES
brooklyn,brooklyn__17__crop_001,TP,brooklyn__17__crop_001,shop=beauty,Hello One Nail,shop=beauty,Hello One Nail / Hello One Nail Spa / Inc
brooklyn,brooklyn__17__crop_002,TP,brooklyn__17__crop_002,,MARQUIS,shop=smoke_shop,STORE / FOR RENT / EXT 102 / (MARQUIS) / MARQUIS / GABRIEL BETESH / 019 NOSTRAND AVE. TEL: 718 5070
brooklyn,brooklyn__18__crop_001,TP,brooklyn__18__crop_001,shop=laundry,Champion Laundry,shop=laundry,Champion Laundry / & Dry Cleaning Service / PROFESSIONAL SERVICE FREE PICKUP & DELIVERY 929-374-2587
brooklyn,brooklyn__18__crop_002,TP,brooklyn__18__crop_003,shop=car_repair,FLY WING E-BIKE,shop=car_repair,SALES / FLY WING E-BIKE REPAIR / www.flywingny.com / VENTAS / REPARACIONES / 662
brooklyn,brooklyn__18__crop_003,TP,brooklyn__18__crop_002,shop=hairdresser,ABC II BARBER SHOP,shop=hairdresser,ABC II / BARBER SHOP / Unisex / 666 Nostrand Ave. 11216 / Phone: 347.792.6773 · abc2barbershopunisex.com
brooklyn,brooklyn__19__crop_001,TP,brooklyn__19__crop_001,shop=mobile_phone,total,shop=mobile_phone,total / wireless
brooklyn,brooklyn__2__crop_001,TP,brooklyn__2__crop_001,shop=laundry,DUTCH CLEANERS,shop=laundry,DUTCH / CLEANERS / (718)493-3695 / 571
