region,det_crop,status,gt_crop,gt_tag,pred_name,pred_tag,ocr_text
gangnam,gangnam__19__crop_001,TP,gangnam__19__crop_001,amenity=restaurant,파파스레시피,amenity=restaurant,쭈꾸미불고기전문 / 파파스레시피 2F / T.567-4900
gangnam,gangnam__2__crop_001,TP,gangnam__2__crop_001,amenity=cafe,HERRY'S,amenity=cafe,HERRY'S / COFFEE
gangnam,gangnam__20__crop_001,TP,gangnam__20__crop_001,amenity=restaurant,THE PLACE,amenity=restaurant,THE / PLACE / ITALIAN URBAN BISTRO
gangnam,gangnam__20__crop_002,FP,,,THE PLACE,amenity=restaurant,THE / PLACE / ITALIAN URBAN BISTRO
gangnam,gangnam__21__crop_001,TP,gangnam__21__crop_001,amenity=ice_cream,baskin BR robbins,amenity=ice_cream,baskin BR robbins
gangnam,gangnam__22__crop_001,TP,gangnam__22__crop_002,,주유소,amenity=bar,주유소 / 스는 항상 겁습니다 / 체인문의:1688-2868
gangnam,gangnam__22__crop_002,TP,gangnam__22__crop_001,amenity=restaurant,혜화 돌쇠,amenity=restaurant,2021 Google / 혜화 돌쇠 / 아저씨 / 2021 Google / 고르곤 졸라 피자
gangnam,gangnam__23__crop_001,FP,,,뼈대,amenity=restaurant,뼈 / 뼈대 / 체인점문의: (032) 677-1337
gangnam,gangnam__23__crop_002,TP,gangnam__23__crop_001,amenity=restaurant,문교동낙지,amenity=restaurant,문교동낙지 / 전문점
gangnam,gangnam__24__crop_001,TP,gangnam__24__crop_001,amenity=fast_food,SUBWAY,amenity=fast_food,SUBWAY
gangnam,gangnam__25__crop_001,TP,gangnam__25__crop_001,,GOLD,shop=clothes,GOLD
gangnam,gangnam__26__crop_001,TP,gangnam__26__crop_001,,thanks,amenity=cafe,CAFÉ / thanks
gangnam,gangnam__27__crop_001,TP,gangnam__27__crop_001,shop=convenience,CU,shop=convenience,CU / BGF리테일
gangnam,gangnam__28__crop_001,TP,gangnam__28__crop_001,amenity=cafe,THE CAFE 8.6.8,amenity=cafe,THE CAFE 8.6.8 / 이탈리안 젤라또·커피
gangnam,gangnam__29__crop_001,TP,gangnam__29__crop_001,amenity=bar,오페라,amenity=bar,opera / 오페라 / 라이브 / 유흥주점
gangnam,gangnam__3__crop_001,TP,gangnam__3__crop_001,amenity=restaurant,Yomenya Goemon,amenity=restaurant,Yomenya Goemon / Japanese Spaghetti
gangnam,gangnam__3__crop_002,FP,,,CAS / JOV,office=company,CAS / JOV
gangnam,gangnam__30__crop_001,FP,,,새마을휘트니스,leisure=fitness_centre,건강이 생활이 되는 / 새마을휘트니스 26호 강남역점 24시간 운영 / 헬스 PT GX 등 2개 댄스 요가 최신 U.S.A 프로그램 승마기기 / 힐링존 전신욕기 힐링플러스존 전동안마의자 프리미엄 헬스기구 도입 / 새
gangnam,gangnam__31__crop_001,TP,gangnam__31__crop_001,amenity=restaurant,국빈,amenity=restaurant,정통중국요리 / 국빈 Chinese Res / T.566-4531
gangnam,gangnam__32__crop_001,TP,gangnam__32__crop_001,amenity=bar,IZAKAYA TAN,amenity=restaurant,Japanese dishes / IZAKAYA TAN / 坦 / たん
gangnam,gangnam__33__crop_001,TP,gangnam__33__crop_001,shop=bakery,DUNKIN' DONUTS,amenity=fast_food,한식 / bierhof / bierhof / DUNKIN' DONUTS / DD / DUNKIN'
gangnam,gangnam__34__crop_001,TP,gangnam__34__crop_001,shop=convenience,비이호프,amenity=cafe,hierhof / 비이호프 / hierhof / hierhof / STOP 역삼타워점 / MINI STOP 역 / co / MINICAFE
gangnam,gangnam__36__crop_001,FP,,,꼬꼬,amenity=restaurant,꼬꼬 / 꼬 / 치킨호프 / 치킨호프 / 참
gangnam,gangnam__37__crop_001,TP,gangnam__37__crop_001,shop=optician,eye scream 아이스크림안경,shop=optician,eye scream 아이스크림안경 / 1931
gangnam,gangnam__38__crop_001,TP,gangnam__38__crop_001,amenity=cafe,CANDLE & SOAP,shop=beauty,SOAP / CANDLE / CANDLE & SOAP
gangnam,gangnam__39__crop_001,TP,gangnam__39__crop_001,amenity=restaurant,세무사김영덕사무소,office=company,세무사김영덕사무소 / 쭈꾸미불낙 / 566-4574
gangnam,gangnam__4__crop_001,TP,gangnam__4__crop_001,amenity=bar,가시도,amenity=cafe,가시도 / CASA / JOVEN / 481-8666
gangnam,gangnam__40__crop_001,TP,gangnam__40__crop_001,amenity=bar,로빈힐,amenity=bar,로빈힐 BEER & 생맥주
gangnam,gangnam__41__crop_001,TP,gangnam__41__crop_001,shop=stationery,모닝글로리,shop=stationery,모닝글로리 / 강남역점 : 539-9977
gangnam,gangnam__42__crop_001,TP,gangnam__42__crop_001,amenity=restaurant,일등마늘족발,amenity=restaurant,일등마늘족발 보쌈 순대국 / 565-8999 / 본점
gangnam,gangnam__43__crop_001,TP,gangnam__43__crop_001,shop=convenience,ELEVEN,shop=convenience,ELEVEN
gangnam,gangnam__44__crop_001,TP,gangnam__44__crop_002,amenity=restaurant,영동 껍데기,amenity=restaurant,"2층으로 오세요 ₩ 6,000 / 오세요 / 100% / 생고기 국내산 1등급 생고기 / 영동 껍데기 생고기 / 껍데기 / 김치찌개"
gangnam,gangnam__44__crop_002,FP,,,,amenity=restaurant,生 / 고기 / 김치찌개
gangnam,gangnam__45__crop_001,TP,gangnam__45__crop_001,amenity=restaurant,영동,amenity=restaurant,영동 / 100% 국내산 1등급 생고기 / 껍데기 소금구이
gangnam,gangnam__45__crop_002,FP,,,영동 식당,amenity=restaurant,영동 식당 김치찌개
gangnam,gangnam__45__crop_003,FP,,,가고싶은 식당,amenity=restaurant,가고싶은 식당
gangnam,gangnam__46__crop_001,FP,,,통돼지,amenity=restaurant,김치찌개 / 통돼지 / ㅇ / ㅇ
gangnam,gangnam__46__crop_002,FP,,,통돼지찌개집,amenity=restaurant,통돼지찌개집
gangnam,gangnam__46__crop_003,FP,,,화로구이,amenity=restaurant,화로구이 / 생 / 고기 / 이
gangnam,gangnam__47__crop_001,TP,gangnam__47__crop_001,amenity=restaurant,NAJUGA,amenity=restaurant,e Ge F3 / 숙성한우와 나주곰탕 전문점 / NAJUGA / 가맹점문의 T.567 9288
gangnam,gangnam__48__crop_001,TP,gangnam__48__crop_001,amenity=restaurant,,amenity=cafe,FOOD / CAFE
gangnam,gangnam__49__crop_001,TP,gangnam__49__crop_001,shop=bakery,파리바게뜨,shop=bakery,PARIS BAGUETTE / 파리바게뜨
gangnam,gangnam__5__crop_001,TP,gangnam__5__crop_001,amenity=fast_food,MOS BURGER,amenity=fast_food,MOS BURGER
gangnam,gangnam__51__crop_001,TP,gangnam__51__crop_001,shop=convenience,GS25,shop=convenience,o / 이지 / Friendly / Fresh / GS25 / Fresh / Fun
gangnam,gangnam__52__crop_001,TP,gangnam__52__crop_001,amenity=clinic,미즈메디 병원,amenity=clinic,미즈메디 병원 / Miz Medi Hospital
gangnam,gangnam__52__crop_002,FP,,,미즈메디 병원,amenity=clinic,미즈메디 병원 / Miz Medi Hospital
gangnam,gangnam__53__crop_001,TP,gangnam__53__crop_001,,커피볶는집,amenity=cafe,커피볶는집 / 대치 / 커피볶는집 / 대치 본점 / 체인문의 / parking
gangnam,gangnam__54__crop_001,TP,gangnam__54__crop_002,leisure=fitness_centre,ZUM 줌,leisure=fitness_centre,대치점 568-1977 / ZUM 줌 / 필라테스 & / 플라잉 요가 / 0.
gangnam,gangnam__54__crop_002,TP,gangnam__54__crop_001,amenity=school,SEM학원,amenity=school,SEM학원 / 수학전문
gangnam,gangnam__54__crop_003,FP,,,SEM학원,amenity=school,SEM학원 / 수학전문
gangnam,gangnam__55__crop_001,TP,gangnam__55__crop_002,amenity=restaurant,로얄키친,amenity=restaurant,당신만을 위한 작은 부엌 / 로얄키친 / 서울 / ROYAL KITCHEN 02 566 1016
gangnam,gangnam__55__crop_002,TP,gangnam__55__crop_001,office=estate_agent,대성,office=company,Since 1985 / 대성 / 상업공간.리모델링.유지보수
gangnam,gangnam__55__crop_003,FP,,,발원,amenity=restaurant,발원
gangnam,gangnam__55__crop_004,TP,gangnam__55__crop_003,amenity=restaurant,로얄키친,amenity=restaurant,로얄키친 / 02 566 1016
gangnam,gangnam__56__crop_001,TP,gangnam__56__crop_002,office=estate_agent,믿음부동산,office=estate_agent,부동산 법률중개사 / 공인중개사 / 믿음부동산 / 사무소 / 5555-686
gangnam,gangnam__56__crop_002,TP,gangnam__56__crop_001,,,amenity=restaurant,홍어삼합 생선구이 / 생선조림 갈치조림 / 해남세발낙지 558-6660
gangnam,gangnam__57__crop_001,TP,gangnam__57__crop_002,office=estate_agent,솔로몬 공인중개 사무소,office=estate_agent,솔로몬 공인중개 사무소 / 2051-9000 / 허가번호:9250-7290
gangnam,gangnam__57__crop_002,TP,gangnam__57__crop_001,shop=books,삼성서점,shop=books,대 / 삼성서점 / 치 / 508-1441
gangnam,gangnam__58__crop_001,TP,gangnam__58__crop_001,amenity=karaoke_box,VIP 노래방,amenity=karaoke_box,VIP 노래방
gangnam,gangnam__58__crop_002,TP,gangnam__58__crop_002,shop=health_food,정관장 홍삼,shop=health_food,정관장 홍삼 / 대치본점 / www.kgc.or.kr
gangnam,gangnam__59__crop_001,TP,gangnam__59__crop_002,amenity=karaoke_box,VIP,amenity=karaoke_box,노래방 / VIP
gangnam,gangnam__59__crop_002,TP,gangnam__59__crop_001,amenity=pharmacy,메디팜 나리약국,amenity=pharmacy,MEDPHARM / 메디팜 나리약국 / TEL. 565-6645
gangnam,gangnam__59__crop_003,TP,gangnam__59__crop_003,shop=health_food,정관장,shop=health_food,정관장 / www.kgc.or.kr
gangnam,gangnam__6__crop_001,TP,gangnam__6__crop_001,amenity=cafe,HERRY'S COFFEE,amenity=cafe,HERRY'S COFFEE / 1577-2307
gangnam,gangnam__60__crop_001,TP,gangnam__60__crop_001,amenity=school,이수정국어·논술,amenity=school,달 / 이수정국어·논술 / Think Different & Be the Best / 이수정국어·논술
gangnam,gangnam__61__crop_001,TP,gangnam__61__crop_002,shop=convenience,MINI STOP,shop=convenience,MINI STOP
gangnam,gangnam__61__crop_002,TP,gangnam__61__crop_001,amenity=cafe,PAIK'S COFFEE,amenity=cafe,PAIK'S COFFEE / 대치동학원가점 / 02.553.1515
gangnam,gangnam__62__crop_001,TP,gangnam__62__crop_001,shop=convenience,MINI STOP,shop=convenience,MINI STOP / 대치시내점
gangnam,gangnam__62__crop_002,FP,,,MINI STOP,shop=convenience,© 2019 Google / MINI STOP / 대치시내점
gangnam,gangnam__63__crop_001,TP,gangnam__63__crop_001,shop=convenience,MINI STOP,shop=convenience,MINI STOP
gangnam,gangnam__64__crop_001,TP,gangnam__64__crop_003,amenity=study_cafe,시작 스터디카페,amenity=study_cafe,시작 스터디카페 / SIZAK STUDY CAFE / T. 558.5206
gangnam,gangnam__64__crop_002,TP,gangnam__64__crop_002,shop=convenience,MINI STOP,shop=convenience,MINI STOP / 대치시내점
gangnam,gangnam__64__crop_003,TP,gangnam__64__crop_001,amenity=restaurant,SUSHI BROS,amenity=restaurant,SUSHI BROS / 돈까스전문점 / 6012-5470
gangnam,gangnam__65__crop_001,TP,gangnam__65__crop_001,amenity=cafe,빽다방,amenity=cafe,빽다방 / 빽다방 / PAIK'S COFFEE 02.553.1515
gangnam,gangnam__66__crop_001,FP,,,,office=company,지도(제목 없음) / 지도에 대한 설명을 입력하세요.
gangnam,gangnam__66__crop_002,TP,gangnam__66__crop_001,,김家네,amenity=restaurant,김家네 / Global NO. / 퓨전 종합분식점 대치점 539-1339
gangnam,gangnam__66__crop_003,TP,gangnam__66__crop_002,office=estate_agent,으뜸 공인중개사,office=estate_agent,으뜸 공인중개사
gangnam,gangnam__67__crop_001,TP,gangnam__67__crop_002,office=estate_agent,천재 공인중개사 사무소,office=estate_agent,천재 공인중개사 사무소 553-8889 / 대표:이상례
gangnam,gangnam__67__crop_002,TP,gangnam__67__crop_001,shop=motorcycle,한강 오토바이,shop=motorcycle,한강 오토바이
gangnam,gangnam__68__crop_001,FP,,,,office=company,e888-e
gangnam,gangnam__68__crop_002,TP,gangnam__68__crop_001,shop=clothes,LYNN,shop=clothes,by LYNN / designed feminine
gangnam,gangnam__69__crop_001,TP,gangnam__69__crop_001,amenity=restaurant,미래향,amenity=restaurant,미래향 / 정통중화요리
gangnam,gangnam__7__crop_001,TP,gangnam__7__crop_002,amenity=restaurant,딸부자네 불백,amenity=restaurant,딸부자네 불백 / DDALBUJA BULBAEK 강남역9번출구점 535-8663
gangnam,gangnam__7__crop_002,TP,gangnam__7__crop_003,shop=convenience,7-ELEVEN,shop=convenience,7-ELEVEN
gangnam,gangnam__7__crop_003,TP,gangnam__7__crop_001,amenity=restaurant,Pomato,amenity=restaurant,©2019 / Pomato / N / 강남2호점(02)535-2070 / 채인본사(02)687-4285
gangnam,gangnam__7__crop_004,FP,,,Pomato,amenity=restaurant,©2019 / Pomato / N / 강남2호점(02)535-2070 / 채인본사(02)687-4285
gangnam,gangnam__70__crop_001,TP,gangnam__70__crop_003,amenity=bar,민속주점,amenity=bar,민속주점 / T.564-1689
gangnam,gangnam__70__crop_002,TP,gangnam__70__crop_001,amenity=restaurant,병천순대 대치1호점,amenity=restaurant,전통음식 병천순대 / 일반음식점 대치1호점
gangnam,gangnam__70__crop_003,FP,,,한강,office=company,한강
gangnam,gangnam__70__crop_004,TP,gangnam__70__crop_002,amenity=restaurant,라라감자탕,amenity=restaurant,요일 / 라라감자탕 / 메뉴 / 대치점 www.rara24.com
gangnam,gangnam__71__crop_001,TP,gangnam__71__crop_002,amenity=bar,맥주창고,amenity=bar,맥주창고 / 세계맥주 할인점 B1
gangnam,gangnam__71__crop_002,TP,gangnam__71__crop_001,amenity=clinic,금초한의원,amenity=clinic,금초한의원 / B
gangnam,gangnam__71__crop_003,TP,gangnam__71__crop_003,amenity=book_cafe,박지향 Book Cafe,amenity=book_cafe,박지향 Book Cafe / 2F
gangnam,gangnam__72__crop_001,TP,gangnam__72__crop_001,shop=convenience,CU,shop=convenience,CU / CU for you
gangnam,gangnam__73__crop_001,TP,gangnam__73__crop_001,shop=hairdresser,정재용헤어,shop=hairdresser,HAIR SALON / 정재용헤어 / by JUNG JAE YONG
gangnam,gangnam__73__crop_002,TP,gangnam__73__crop_002,shop=hairdresser,名家,shop=hairdresser,名家 HAIR SALON / by JUNG JAE YONG
gangnam,gangnam__74__crop_001,TP,gangnam__74__crop_001,amenity=restaurant,브리또&주먹밥,amenity=restaurant,브리또&주먹밥 / Korean Bob Time / 대치점 : 02-501-8009 가맹문의 : 031-750-0008
gangnam,gangnam__74__crop_002,TP,gangnam__74__crop_002,shop=bakery,MARIAN,shop=clothes,MARIAN
gangnam,gangnam__75__crop_001,TP,gangnam__75__crop_001,amenity=restaurant,함·박·웃·음,amenity=restaurant,밥 / 함·박·웃·음 / 분식
gangnam,gangnam__76__crop_001,TP,gangnam__76__crop_001,office=estate_agent,강남공인중개사사무소,office=estate_agent,강남 공인중개 / 강남공인중개사사무소 / 대표:조군형 사무 / www.apt2459.co.kr 등록번호:9250-5988 대표:조군형 / com / 557-2459 유니에셋 557-245 / 유니에셋
gangnam,gangnam__77__crop_001,TP,gangnam__77__crop_001,office=estate_agent,대치래미안,office=estate_agent,TEL 558 - 0123 / 대표 박은숙 / 대치래미안 / 공인중개사사무소
gangnam,gangnam__77__crop_002,TP,gangnam__77__crop_002,office=estate_agent,영광,office=estate_agent,영광 / 공인중개사 사무소 / 508-8249
gangnam,gangnam__77__crop_003,FP,,,,office=estate_agent,중개사 사무소 / 1515
gangnam,gangnam__78__crop_001,TP,gangnam__78__crop_002,shop=furniture,리빙인테리어,office=company,리빙인테리어
gangnam,gangnam__79__crop_001,TP,gangnam__79__crop_001,shop=convenience,지에스 25 강남한영점,shop=convenience,지에스 25 / Friendly / Fresh / GS25 / 지에스 25 Fun / Fun / Fun 강남한영점
gangnam,gangnam__79__crop_002,FP,,,MA,amenity=restaurant,MA
gangnam,gangnam__79__crop_003,TP,gangnam__79__crop_002,amenity=restaurant,계용돈가스,amenity=restaurant,관터역직영점 / 계용돈가스 / 후어삼합
gangnam,gangnam__8__crop_001,TP,gangnam__8__crop_002,shop=convenience,ELEVEN,shop=convenience,ELEVEN
gangnam,gangnam__8__crop_002,TP,gangnam__8__crop_001,,하루,amenity=restaurant,하루 HĀRŪ / 한입 ONE BITE Mr. 하루
gangnam,gangnam__8__crop_003,TP,gangnam__8__crop_003,shop=beauty,THE FOOT SHOP,shop=beauty,중국정통 발관리 전문점 / THE FOOT SHOP / www.thefootshop.cn 561-1688 7F
gangnam,gangnam__8__crop_004,FP,,,Saboten,amenity=restaurant,Saboten
gangnam,gangnam__8__crop_005,FP,,,하루,amenity=restaurant,하루 HARU / + / 한입 ONE BITE Mr. 돈부리 / ELEVEN / SANDWICH SALAD FRUIT SOUP / RICECAKE SWEETS COFFEE
gangnam,gangnam__80__crop_001,TP,gangnam__80__crop_001,shop=convenience,지에스25 강남한티점,shop=convenience,Friendly Fresh Fun / GS25 / 지에스25 강남한티점
gangnam,gangnam__81__crop_001,TP,gangnam__81__crop_002,amenity=restaurant,계몽돈가스,amenity=restaurant,B1 / 한티역직영점 / 시래기국 n 짜장논리방 / 계몽돈가스 / 홍어삼합 두루치기 짜글짜글이 도가막걸리
gangnam,gangnam__81__crop_002,FP,,,MAMM,office=company,MAMM
gangnam,gangnam__81__crop_003,TP,gangnam__81__crop_001,shop=convenience,GS25,shop=convenience,증 / Friendly / Fresh / GS25 / Fun / 광남한특별
gangnam,gangnam__82__crop_001,TP,gangnam__82__crop_001,amenity=restaurant,김영희 동태찜&코다리냉면,amenity=restaurant,ㅇㅇㄴ / 영어 / 학원 / T.2052-0582 / 해물요리 1등 브랜드 / 브랜드 / 김영희 동태찜&코다리냉면 / 대치직영점
gangnam,gangnam__83__crop_001,TP,gangnam__83__crop_001,amenity=restaurant,김영희 동태찜&코다리냉면,amenity=restaurant,t / 성민영어 / 홍성 / 교 / 대치직영점-T.561.5007 / 동태찜&코다리냉면 / 김영희 / 해물요리 1등 브랜드
gangnam,gangnam__84__crop_001,TP,gangnam__84__crop_001,office=company,상품권닷컴,shop=convenience,LOTTO / 상품권닷컴 / toto / 티켓코리아 T.3452-8118 상품권닷컴
gangnam,gangnam__84__crop_002,FP,,,한터,amenity=restaurant,수제돈카츠·모밀전문점 / 한터
gangnam,gangnam__84__crop_003,TP,gangnam__84__crop_002,amenity=restaurant,Pasta & Dough,amenity=restaurant,Pasta & Dough
gangnam,gangnam__85__crop_001,TP,gangnam__85__crop_001,office=company,상품권닷컴,shop=convenience,LOTTO / 상품권닷컴 / toto / 티켓코리아 T.3452-8118 상품권닷컴
gangnam,gangnam__85__crop_002,TP,gangnam__85__crop_002,amenity=restaurant,Pasta & Dough,amenity=restaurant,Pasta & Dough
gangnam,gangnam__87__crop_001,TP,gangnam__87__crop_002,amenity=bar,비어락,amenity=bar,세계맥주할인점 / BROZ PUB / 비어락
gangnam,gangnam__87__crop_002,TP,gangnam__87__crop_001,shop=beauty,MX,amenity=clinic,피부과 / MX / 엠엑스 / T.564-8222 / 3F
gangnam,gangnam__89__crop_001,TP,gangnam__89__crop_001,shop=convenience,씨유대치사거리,shop=convenience,Nice to CU / 씨유대치사거리
gangnam,gangnam__89__crop_002,FP,,,,amenity=restaurant,
gangnam,gangnam__9__crop_001,FP,,,boten,amenity=restaurant,boten / NAL SHINJUKU DON
gangnam,gangnam__90__crop_001,TP,gangnam__90__crop_001,shop=convenience,CU,shop=convenience,CU / Nice to / CU
gangnam,gangnam__90__crop_002,TP,gangnam__90__crop_002,amenity=pharmacy,필리아,amenity=pharmacy,필리아 / 약국 / 연중무휴 / 02) 508 - 6116
gangnam,gangnam__91__crop_001,TP,gangnam__91__crop_001,shop=convenience,CU,shop=convenience,강 / 보험 건강 / 공단 검진 / 약 / CU / Nice to
gangnam,gangnam__92__crop_001,TP,gangnam__92__crop_001,shop=beauty,I ❤️ Nail,shop=beauty,I ❤️ / Nail
gangnam,gangnam__96__crop_001,TP,gangnam__96__crop_001,amenity=study_cafe,비에이블,amenity=study_cafe,비에이블 / 스터디카페 24시 / 대치2센터 010-4186-3008 | B1
gangnam,gangnam__97__crop_001,FP,,,,amenity=restaurant,
gangnam,gangnam__97__crop_002,FP,,,,amenity=restaurant,
gangnam,gangnam__97__crop_003,FP,,,,amenity=restaurant,
gangnam,gangnam__98__crop_001,TP,gangnam__98__crop_001,amenity=post_office,서울대치4동 우편취급국,amenity=post_office,서울대치4동 / KOREA POST / 우편취급국 / 우체국보험
gangnam,gangnam__99__crop_001,TP,gangnam__99__crop_001,amenity=school,워너비,amenity=school,WB / 워너비 / EDUCATION / 02.557.7957
brooklyn,brooklyn__1__crop_001,TP,brooklyn__1__crop_001,amenity=restaurant,OFF THE GRILL,amenity=restaurant,MEDITERRANEAN / CUISINE / FRESH / 602 OFF THE GRILL / 347-240-6628
brooklyn,brooklyn__10__crop_001,TP,brooklyn__10__crop_002,amenity=restaurant,ISLAND RIBHOUSE,amenity=restaurant,ISLAND RIBHOUSE / 611 Nostrand Ave. / BBQ
brooklyn,brooklyn__10__crop_002,TP,brooklyn__10__crop_001,,MOD,office=company,SPACE / AVAILABLE / MOD / 718-249-3613 / MEYER / M@MODCRE.COM
brooklyn,brooklyn__100__crop_001,TP,brooklyn__100__crop_001,shop=supermarket,BARGAINLAND,shop=clothes,BARGAINLAND / DEPARTMENT STORES / 2024 Google / 1500 Fulton St BARGAINLAND 718-221-2240
brooklyn,brooklyn__11__crop_001,FP,,,Financial S,amenity=bank,Financial S / Checks Cashed / Debit Card | Bills Paid | Money Orders | ATM / Debit Card
brooklyn,brooklyn__11__crop_002,TP,brooklyn__11__crop_001,,ELITE SOLUTIONS INC.,office=company,TAX / ELITE SOLUTIONS / INC. / elitetaxsolutionsinc.com / 646 Tel: 718.484.4131 Fax: 718.484.4132
brooklyn,brooklyn__12__crop_001,TP,brooklyn__12__crop_001,amenity=restaurant,ISLAND RIBHOUSE,amenity=restaurant,ISLAND RIBHOUSE / 611 Nostrand Ave. BBQ
brooklyn,brooklyn__12__crop_002,FP,,,613 FRESH DE,shop=convenience,613 FRESH DE
brooklyn,brooklyn__13__crop_001,TP,brooklyn__13__crop_001,shop=supermarket,We Love You 656,amenity=restaurant,We Love You 656
brooklyn,brooklyn__13__crop_002,TP,brooklyn__13__crop_002,leisure=fitness_centre,9ROUND,leisure=fitness_centre,9ROUND / 30 MIN KICKBOX FITNESS / LinkNYC
brooklyn,brooklyn__14__crop_001,TP,brooklyn__14__crop_001,,Rosalia's Cafe,amenity=cafe,Rosalia's Cafe
brooklyn,brooklyn__14__crop_002,TP,brooklyn__14__crop_002,shop=beauty,Hello One Nail Spa,shop=beauty,Hello One Nail Spa / Inc
brooklyn,brooklyn__15__crop_001,TP,brooklyn__15__crop_002,shop=supermarket,,shop=convenience,FOOD WINE GROCERY
brooklyn,brooklyn__15__crop_002,TP,brooklyn__15__crop_001,leisure=fitness_centre,9ROUND,leisure=fitness_centre,© 2024 Google / 9ROUND / 30 MIN KICKBOX FITNESS
brooklyn,brooklyn__16__crop_001,TP,brooklyn__16__crop_001,shop=car_repair,FLY WING E-BIKE,shop=motorcycle,SALES / FLY WING E-BIKE / www.flywingny.com / VENTAS / REPAIR / REPARACIONES / 662
brooklyn,brooklyn__16__crop_002,TP,brooklyn__16__crop_002,office=company,CAMBRIDGE & LEACH INC.,office=company,660 / Personal & / CAMBRIDGE & LEACH INC. / INSURANCE Commercial 718 756-4200
brooklyn,brooklyn__16__crop_003,FP,,,FLY WING E-BIKE,shop=motorcycle,SALES / FLY WING E-BIKE / REPARACIONES
brooklyn,brooklyn__17__crop_001,TP,brooklyn__17__crop_001,shop=beauty,Hello One Nail Spa,shop=beauty,Hello One Nail Spa / Hello One Nail Spa / Inc
brooklyn,brooklyn__17__crop_002,TP,brooklyn__17__crop_002,,MARQUIS,office=estate_agent,STORE / FOR RENT / EXT 102 / (MARQUIS) / MARQUIS / GABRIEL BETESH / 615 NOSTRAND AVE. TEL: 718 3070
brooklyn,brooklyn__18__crop_001,TP,brooklyn__18__crop_001,shop=laundry,Champion Laundry & Dry Cleaning Service,shop=laundry,Champion Laundry / & Dry Cleaning Service / PROFESSIONAL SERVICE FREE PICKUP & DELIVERY 929-374-2587
brooklyn,brooklyn__18__crop_002,TP,brooklyn__18__crop_003,shop=car_repair,FLY WING E-BIKE,shop=motorcycle,SALES / FLY WING E-BIKE / www.flywingny.com / VENTAS / REPARACIONES / 662
brooklyn,brooklyn__18__crop_003,TP,brooklyn__18__crop_002,shop=hairdresser,ABC II,shop=hairdresser,ABC II / BARBER SHOP / Unisex / 666 Nostrand Ave. 11216 / Phone: 347.792.6773 · abc2barbershopunisex.com
brooklyn,brooklyn__19__crop_001,TP,brooklyn__19__crop_001,shop=mobile_phone,total wireless,shop=mobile_phone,total / wireless
brooklyn,brooklyn__2__crop_001,TP,brooklyn__2__crop_001,shop=laundry,DUTCH CLEANERS,shop=laundry,DUTCH / CLEANERS / (718)493-3695 / 571
brooklyn,brooklyn__2__crop_002,TP,brooklyn__2__crop_003,office=estate_agent,SPRINT REALTY INC.,office=estate_agent,569 / SPRINT REALTY INC. / MLS / 718-735-3000 / SALES / RENTALS - RESIDENTIAL & COMMERCIAL - MANAGEMENT - WE BUY HOUSES 
brooklyn,brooklyn__20__crop_001,TP,brooklyn__20__crop_001,amenity=cafe,island pops,amenity=ice_cream,island pops
brooklyn,brooklyn__20__crop_002,FP,,,island pops,amenity=ice_cream,island pops
brooklyn,brooklyn__20__crop_003,TP,brooklyn__20__crop_002,office=company,EMS Accounting Service inc,office=company,TJS 1995 / EMS Accounting Service inc
